"","dispersal","density","environment","speciationRate","fission","id","dispersalGlobal"
"28",0,0.137242946075276,0.839507566764951,0.576038817176595,3,28,TRUE
"29",1.50952562689781,0.0610850830562413,0.0512832796666771,3.69719469849952,2,29,FALSE
"30",2.14433281030506,0.532165037002414,0.821812882088125,2.37758867361117,1,30,FALSE
"31",3.50184399355203,0.850726940436289,0.780399286188185,1.63605641236063,1,31,FALSE
"32",3.75317331124097,0.620737686054781,0.701403534272686,3.15208506153431,1,32,FALSE
"33",1.62830392178148,0.513620178448036,0.488748003495857,0.838123577763326,1,33,FALSE
"34",4.2003505975008,0.473671182291582,0.0762709053233266,1.51992678886745,3,34,FALSE
"35",1.78885889798403,0.280117511749268,0.639177477918565,1.83794280537404,1,35,FALSE
"36",0,0.0046770793851465,0.752443283097818,0.639161553233862,2,36,TRUE
"37",4.91705723572522,0.235341641353443,0.0922554738353938,1.00206909852568,2,37,FALSE
"38",2.66809746064246,0.691676759626716,0.89625528967008,3.19723816437181,2,38,FALSE
"39",1.32543971110135,0.00487042614258826,0.240549053065479,4.10493190889247,1,39,FALSE
"40",0,0.454538109013811,0.488574454793707,4.11377039633226,3,40,TRUE
"41",0,0.60689261322841,0.41285048564896,1.64900494506583,3,41,TRUE
"42",1.11598340421915,0.480334463529289,0.0255179647356272,3.93816956679802,3,42,FALSE
"43",0,0.443542786175385,0.981838257983327,3.22057572868653,3,43,TRUE
"44",0,0.0959626706317067,0.277975889388472,2.25129983143415,2,44,TRUE
"45",2.10267690010369,0.865185492206365,0.958227271679789,3.78683935932349,1,45,FALSE
"46",0,0.532484551426023,0.549779859371483,4.87313046795316,1,46,TRUE
"47",0,0.317003108561039,0.514284488745034,4.36729090230074,1,47,TRUE
"48",4.48846959881485,0.853955999715254,0.161862204549834,1.35354434710462,3,48,FALSE
"49",2.70218370296061,0.843524557771161,0.856546175898984,4.29698843962979,3,49,FALSE
"50",0,0.169602813431993,0.986022271914408,2.72297565138433,3,50,TRUE
"51",1.59850094746798,0.599655613070354,0.285091603873298,2.52330132015049,1,51,FALSE
"52",4.56318144127727,0.167802247451618,0.411106520565227,4.25571062695235,2,52,FALSE
"53",0,0.770668445387855,0.352922858437523,3.01443225401454,2,53,TRUE
"54",0,0.408510090783238,0.131282173795626,2.12338556535542,2,54,TRUE
"55",3.19659812562168,0.0362493165303022,0.46446375688538,1.90035358257592,1,55,FALSE
"56",2.05949762184173,0.614883276633918,0.186938889557496,3.10977920528967,3,56,FALSE
"57",4.21837829984725,0.839331163326278,0.0781987146474421,2.93964230478741,2,57,FALSE
"58",0,0.451466672122478,0.03006725711748,4.65450879954733,3,58,TRUE
"59",1.31978814862669,0.783182838698849,0.497081065084785,0.733346178662032,1,59,FALSE
"60",2.1132091069594,0.914398956345394,0.62650050711818,2.69987795094494,3,60,FALSE
"61",2.97693059872836,0.905501472530887,0.592077006585896,0.826619224972092,2,61,FALSE
"62",0,0.201834730571136,0.585996939335018,1.90211420028936,3,62,TRUE
"63",3.82928470522165,0.47776586166583,0.131595605518669,3.60483912064228,3,63,FALSE
"64",2.66313361097127,0.826526144752279,0.67669191560708,1.7521544151241,2,64,FALSE
"65",3.15631341934204,0.13899699295871,0.0707564940676093,2.85850243316963,3,65,FALSE
"66",0,0.250207225093618,0.381990175694227,2.32054650958162,2,66,TRUE
"67",3.02807872742414,0.443549999268726,0.998798060230911,3.09262017440051,3,67,FALSE
"68",1.45013607200235,0.335625321604311,0.0464768323581666,1.99226585833821,1,68,FALSE
"69",1.60201044008136,0.774798502214253,0.316844918765128,1.05463205836713,3,69,FALSE
"70",4.58918377105147,0.367429153993726,0.0524017908610404,3.56996314576827,2,70,FALSE
"71",2.05906851217151,0.810994898667559,0.674118013121188,3.25685989367776,3,71,FALSE
"72",4.00152996648103,0.52297620032914,0.144143382553011,1.70824501279276,2,72,FALSE
"73",2.37109995260835,0.908184495987371,0.302435294026509,4.96075657056645,3,73,FALSE
"74",0,0.422481214860454,0.0706595343071967,1.39566843758803,3,74,TRUE
"75",1.84467652253807,0.473544058622792,0.939360202057287,4.57347987184767,2,75,FALSE
"76",3.88846539612859,0.136948328698054,0.99544471106492,2.63730982027482,3,76,FALSE
"77",0,0.9427858623676,0.353468121727929,1.83746211056132,1,77,TRUE
"78",4.83880609087646,0.298161708749831,0.679187325760722,3.8161750062136,3,78,FALSE
"79",0,0.215227487962693,0.678826026152819,1.28737946215551,2,79,TRUE
"80",2.8643254423514,0.405801330460235,0.936441055499017,2.89314248575829,3,80,FALSE
"81",4.62310120556504,0.00368730002082884,0.773155217058957,4.69376378972083,1,81,FALSE
"82",3.69709394965321,0.541304097278044,0.150303954957053,2.52383819466922,1,82,FALSE
"83",0,0.590493069496006,0.295772546902299,3.15502850094344,1,83,TRUE
"84",3.60442146938294,0.686163289705291,0.350685861427337,2.6916717691347,2,84,FALSE
"85",2.81164771597832,0.485849604941905,0.263078541727737,1.81269825331401,2,85,FALSE
"86",3.05651778914034,0.764897568849847,0.178846325492486,3.43564976810012,2,86,FALSE
"87",3.87077738903463,0.0961112515069544,0.856651900103316,0.712149801896885,2,87,FALSE
"88",2.6134147932753,0.2503730005119,0.593089692760259,0.980965772410855,3,88,FALSE
"89",1.86067504435778,0.55483487341553,0.907033823197708,1.94092829711735,2,89,FALSE
"90",2.64919851068407,0.601106703979895,0.909612979972735,2.00448658096138,3,90,FALSE
"91",3.41785335820168,0.10821129498072,0.586402555694804,1.14309270307422,3,91,FALSE
"92",2.87308249250054,0.149292714660987,0.716046539833769,3.00649633200374,1,92,FALSE
"93",0,0.201737553579733,0.104270988143981,0.744970425148495,3,93,TRUE
"94",2.60822731908411,0.151194724719971,0.441230910597369,3.81089612236246,2,94,FALSE
"95",1.03805179987103,0.919133194256574,0.795389344450086,3.84716975339688,2,95,FALSE
"96",1.78892042860389,0.89902937412262,0.0818157012108713,1.24174306821078,2,96,FALSE
"97",4.88424827624112,0.00111363991163671,0.227477338165045,3.97401206835639,1,97,FALSE
"98",3.81432258430868,0.447809716453776,0.374310392187908,1.29001623392105,3,98,FALSE
"99",1.36600869614631,0.625454469351098,0.434841703157872,3.6470143093029,3,99,FALSE
"100",3.71154798194766,0.235855489503592,0.694606192409992,1.55881761678029,2,100,FALSE
"101",1.0172851709649,0.32388740638271,0.913616312202066,3.16814373922534,2,101,FALSE
"102",2.03631384950131,0.746848706854507,0.276002720464021,1.07379446050618,2,102,FALSE
"103",2.99945349432528,0.266919340472668,0.0501019333023578,1.34763703111093,3,103,FALSE
"104",2.14369525387883,0.657464366871864,0.461617849767208,1.85537316580303,2,104,FALSE
"105",0,0.551959490636364,0.771965669235215,3.4556887842482,2,105,TRUE
"106",3.56049339193851,0.779854369116947,0.507573853479698,4.3818167289719,1,106,FALSE
"107",2.98722530528903,0.314654315821826,0.615256029879674,4.00761128764134,3,107,FALSE
"108",4.00283637829125,0.744725415250286,0.742859316756949,1.04943171190098,3,108,FALSE
"109",0,0.296693366253749,0.606492371531203,3.10272275761236,3,109,TRUE
"110",4.47287866193801,0.63080207281746,0.571167795918882,4.07970824767835,3,110,FALSE
"111",1.47209234163165,0.0826641796156764,0.603431368246675,4.9249848164618,3,111,FALSE
"112",4.25966292154044,0.0598777486011386,0.317742072511464,4.09283743449487,3,112,FALSE
"113",0,0.945114572532475,0.381200493546203,1.60435948276427,1,113,TRUE
"114",4.87058618757874,0.402678378392011,0.077715661842376,3.98662139067892,3,114,FALSE
"115",4.66524994093925,0.817367875948548,0.560595489805564,3.84138747234829,3,115,FALSE
"116",1.46176977269351,0.514014015905559,0.899985075928271,2.8604232929647,3,116,FALSE
"117",1.80324325989932,0.102295216871426,0.367821709718555,0.683232005452737,2,117,FALSE
"118",0,0.518432131502777,0.686769729014486,0.991752078989521,2,118,TRUE
"119",3.48059917706996,0.376904418924823,0.597915387712419,4.98404051165562,3,119,FALSE
"120",4.93235712591559,0.417393412208185,0.97110934718512,3.12844033504371,3,120,FALSE
"121",2.57293537911028,0.745177150238305,0.268596960231662,1.4399648103863,1,121,FALSE
"122",0,0.829506913665682,0.617065907921642,3.14971802150831,2,122,TRUE
"123",0,0.286586066940799,0.62336734845303,0.955833068466745,3,123,TRUE
"124",2.23913846351206,0.773060162784532,0.138005366548896,3.068143620505,2,124,FALSE
"125",4.34158206917346,0.517893447773531,0.929808213142678,1.28402031597216,2,125,FALSE
"126",3.38344038650393,0.606896210927516,0.895809261826798,4.85604225262068,2,126,FALSE
"127",3.43761940207332,0.54660204378888,0.17283024196513,3.18790457467549,3,127,FALSE
"128",0,0.183640228584409,0.429379741661251,2.00139304366894,2,128,TRUE
"129",4.89324174262583,0.948508796980605,0.317613950464875,1.18118211836554,3,129,FALSE
"130",0,0.127906692447141,0.24643790256232,3.17153315874748,3,130,TRUE
"131",0,0.216229169396684,0.286622669314966,1.83691015595105,2,131,TRUE
"132",1.71357909310609,0.737993184942752,0.496782027883455,2.78706287837122,3,132,FALSE
"133",4.72328923456371,0.778451593359932,0.878784308675677,3.17742434062529,3,133,FALSE
"134",2.34498856496066,0.382882872130722,0.0914835552684963,4.64280062820762,1,134,FALSE
"135",0,0.276449631899595,0.36951265973039,2.31671465130057,1,135,TRUE
"136",4.51342615112662,0.972452679183334,0.659491957630962,0.619610610068776,3,136,FALSE
"137",2.63412868697196,0.391087936237454,0.837760890368372,2.85522429493722,3,137,FALSE
"138",0,0.66525725251995,0.273593357065693,1.80151091353036,1,138,TRUE
"139",2.48715782631189,0.480144257191569,0.478149569127709,1.29472195694689,2,139,FALSE
"140",3.46445580665022,0.434530618600547,0.174645028775558,2.00994262786116,3,140,FALSE
"141",3.45315655879676,0.622541620628908,0.260411428054795,1.84000616485719,2,141,FALSE
"142",1.42733317054808,0.905752122169361,0.497492940397933,4.46965866768733,3,142,FALSE
"143",0,0.542601812398061,0.797687700018287,1.90851841121912,1,143,TRUE
"144",1.00418377667665,0.315448764013126,0.622816266492009,2.79211196082179,3,144,FALSE
"145",3.23083260748535,0.315108237788081,0.259104982949793,4.77074285002891,1,145,FALSE
"146",3.1578013850376,0.638006266206503,0.861385429045185,0.936017806176096,3,146,FALSE
"147",3.90208809264004,0.494929626816884,0.31673128856346,2.14185995573644,3,147,FALSE
"148",2.35179472249001,0.786753110354766,0.632051767315716,3.20070317923091,3,148,FALSE
"149",1.86850869003683,0.599917867686599,0.31767086009495,1.66309083183296,1,149,FALSE
"150",1.81972759403288,0.30788911296986,0.38728525233455,3.32876077061519,3,150,FALSE
"151",0,0.662044652272016,0.830457179574296,3.89164640521631,3,151,TRUE
"152",1.18152883742005,0.929706959053874,0.725427238736302,2.62165737780742,3,152,FALSE
"153",3.97137225978076,0.0898600425571203,0.98265948984772,4.09587244095746,2,153,FALSE
"154",4.61301886755973,0.626665232470259,0.790739010320976,1.99929979012813,2,154,FALSE
"155",0,0.412595624802634,0.0889777368865907,2.81189446139615,2,155,TRUE
"156",2.15808983147144,0.990021938690916,0.712883698521182,0.789355510962196,3,156,FALSE
"157",3.52978771738708,0.964195298263803,0.194086586823687,4.24064443889074,1,157,FALSE
"158",1.70637837890536,0.0320681999437511,0.549106361111626,3.11831614747643,2,158,FALSE
"159",4.04383479338139,0.284943351056427,0.149936872534454,1.56986844365019,2,159,FALSE
"160",4.29580078925937,0.450261674122885,0.625153828412294,0.933514540316537,1,160,FALSE
"161",0,0.520736146485433,0.100590238813311,4.6046451299917,1,161,TRUE
"162",4.078528448008,0.306710321456194,0.327693311497569,3.97336171125062,2,162,FALSE
"163",3.91536069475114,0.84030842455104,0.572725795209408,1.43069980980363,1,163,FALSE
"164",3.53631226532161,0.340451303869486,0.173216108465567,3.73116279381793,3,164,FALSE
"165",2.64595399983227,0.11124748387374,0.558825449086726,4.00548394280486,2,165,FALSE
"166",2.65503189340234,0.897230722242966,0.557655409909785,2.07059979357291,1,166,FALSE
"167",2.73892082739621,0.0935463733039796,0.354509014869109,1.57532877055928,1,167,FALSE
"168",2.5975517174229,0.40750833763741,0.231033843010664,4.72999373008497,1,168,FALSE
"169",3.93210815638304,0.879037244478241,0.305831926409155,4.57333026325796,1,169,FALSE
"170",3.53585578035563,0.64075746294111,0.748769965488464,4.44167780771386,1,170,FALSE
"171",2.29766626656055,0.735097350319847,0.735577831510454,2.71390624460764,1,171,FALSE
"172",2.35597759764642,0.83725417079404,0.658673376310617,0.77866220579017,3,172,FALSE
"173",2.78999428078532,0.134603820275515,0.0206386637873948,1.16276608279441,2,173,FALSE
"174",2.18091822601855,0.0323803166393191,0.725997931556776,1.55196342966519,3,174,FALSE
"175",2.85370274912566,0.93025926919654,0.904554215492681,1.98527314665262,3,175,FALSE
"176",4.71760799176991,0.00187188177369535,0.722103336360306,3.74474298360292,2,176,FALSE
"177",1.22511184029281,0.843261905713007,0.543311350280419,3.24153855838813,2,177,FALSE
"178",1.57236614264548,0.225798591738567,0.275206568418071,0.59262685815338,2,178,FALSE
"179",3.52352595329285,0.959900131449103,0.80335390008986,2.79660467873327,3,179,FALSE
"180",1.632359335199,0.7914099174086,0.621687086066231,3.8118011855986,1,180,FALSE
"181",3.86265389528126,0.113212988711894,0.467813033144921,0.71105217281729,1,181,FALSE
"182",1.59337677620351,0.182554463623092,0.358620329061523,4.8695993575966,1,182,FALSE
"183",2.90255378186703,0.851227020611987,0.510637820698321,4.56721310631838,1,183,FALSE
"184",2.11993565782905,0.281453024363145,0.355004144832492,3.04079758177977,1,184,FALSE
"185",0,0.539098019478843,0.387283215299249,2.57165365922265,2,185,TRUE
"186",0,0.338632210856304,0.906304900767282,4.30768000136595,2,186,TRUE
"187",2.72092984523624,0.0278985796030611,0.287678050342947,0.683659016271122,1,187,FALSE
"188",2.52564397081733,0.151930989697576,0.742131023900583,4.62956430076156,3,188,FALSE
"189",0,0.198945552110672,0.843211773084477,3.82222976512276,3,189,TRUE
"190",1.9985769232735,0.953698201337829,0.394575430313125,1.51427392335609,2,190,FALSE
"191",0,0.769967774860561,0.534135652706027,1.92305839073379,1,191,TRUE
"192",2.4691082444042,0.93978904094547,0.43004889274016,1.39734365523327,3,192,FALSE
"193",4.13471645768732,0.778509610099718,0.111572107998654,3.874222110142,2,193,FALSE
"194",3.68587072566152,0.243568250676617,0.643900387221947,3.7636521862587,1,194,FALSE
"195",3.64768472872674,0.0701660427730531,0.659913511713967,3.83676056959666,3,195,FALSE
"196",2.16344675980508,0.129211919847876,0.699149905703962,1.02519071777351,2,196,FALSE
"197",2.69661152921617,0.50505918241106,0.185432741651312,0.696343512739986,1,197,FALSE
"198",0,0.700807453365996,0.347287877462804,0.928465779521503,3,198,TRUE
"199",3.85361128579825,0.0311571813654155,0.015411160653457,3.76418569649104,3,199,FALSE
"200",0,0.486746930982918,0.235299905296415,0.816574656055309,2,200,TRUE
"201",0,0.812002077465877,0.452331586973742,1.82948082359508,2,201,TRUE
"202",2.50305921956897,0.043961334740743,0.477897961856797,3.40478818316478,2,202,FALSE
"203",3.38479812443256,0.688792394008487,0.460334745934233,2.05391297186725,2,203,FALSE
"204",3.51173283532262,0.4190653138794,0.627193415071815,2.29834595462307,2,204,FALSE
"205",4.05644537135959,0.959687751950696,0.675595232285559,2.77427069540136,3,205,FALSE
"206",1.79950285516679,0.311561680398881,0.146930190734565,4.86406295339111,2,206,FALSE
"207",0,0.39666099473834,0.914654983906075,3.17474245431367,3,207,TRUE
"208",0,0.735001659253612,0.790408038068563,2.50215232104529,1,208,TRUE
"209",2.98639964777976,0.691376046976075,0.818943950813264,2.54700083809439,2,209,FALSE
"210",3.71688708476722,0.845761624164879,0.518618733389303,3.02376665151678,1,210,FALSE
"211",0,0.245443490333855,0.221355646150187,3.96141929924488,3,211,TRUE
"212",1.1599827427417,0.200797515455633,0.306376150343567,1.10156425577588,3,212,FALSE
"213",4.63179794605821,0.162907101213932,0.714198712492362,0.881939922110178,2,213,FALSE
"214",1.37306121177971,0.324731747852638,0.142453698674217,2.09018649917562,1,214,FALSE
"215",3.08455616794527,0.836629768367857,0.530395306879655,1.81291316950228,1,215,FALSE
"216",4.30245772376657,0.960408816579729,0.686500435462222,4.71900561451912,3,216,FALSE
"217",2.41343955788761,0.822078849654645,0.691395096946508,3.21988678968046,2,217,FALSE
"218",0,0.330246558878571,0.998881102539599,3.00675880082417,1,218,TRUE
"219",1.68805407453328,0.629559646826237,0.348223921842873,2.83730915666092,2,219,FALSE
"220",0,0.368981620529667,0.870160500984639,0.809194151428528,1,220,TRUE
"221",3.42566330078989,0.676043183077127,0.25041847396642,4.6642481215531,3,221,FALSE
"222",3.52980621345341,0.401910625165328,0.23137282487005,2.23725889262278,2,222,FALSE
"223",3.60271053947508,0.624356132000685,0.847829251084477,2.8007697899593,1,223,FALSE
"224",4.65898399986327,0.667521246243268,0.854188113473356,0.759221983375028,3,224,FALSE
"225",1.51019703969359,0.658784081926569,0.544136916985735,4.46382877638098,2,225,FALSE
"226",4.15109663270414,0.438070479314774,0.705876734573394,0.589773187879473,3,226,FALSE
"227",1.35508879460394,0.575087525648996,0.750323512824252,0.713803968392313,1,227,FALSE
"228",0,0.781922213733196,0.148008016869426,0.718631095951423,2,228,TRUE
"229",3.29228236433119,0.093516141641885,0.260485496604815,2.65373248839751,1,229,FALSE
"230",3.53643391560763,0.189018292818218,0.365278696641326,0.821842623525299,2,230,FALSE
"231",0,0.0226848844904453,0.00282171880826354,2.88079124642536,2,231,TRUE
"232",2.89927255827934,0.236788349924609,0.981474108062685,4.13295047380961,1,232,FALSE
"233",0,0.0937263809610158,0.319786496227607,1.15550141606946,2,233,TRUE
"234",1.65231186337769,0.338123330380768,0.855566318845376,0.970880911685526,1,234,FALSE
"235",1.53641545027494,0.893718535313383,0.557062305277213,4.74265429307707,2,235,FALSE
"236",4.00373196601868,0.374811562243849,0.222423180704936,2.75259322987404,2,236,FALSE
"237",1.24281002115458,0.131403144448996,0.977757508400828,1.71076767018531,1,237,FALSE
"238",2.79636618029326,0.0493354636710137,0.778997970512137,4.55177161959,2,238,FALSE
"239",2.88862938713282,0.725784564390779,0.487634914461523,3.63228353986051,3,239,FALSE
"240",1.31977855414152,0.697683091973886,0.447939101140946,2.27489366405644,3,240,FALSE
"241",0,0.787629096768796,0.0113285393454134,4.29512266360689,1,241,TRUE
"242",2.09609201923013,0.466836815699935,0.901957659050822,2.4333212323254,2,242,FALSE
"243",3.24932295549661,0.572946513537318,0.315166188403964,4.86479808297008,1,243,FALSE
"244",2.40050735045224,0.0370315599720925,0.296967855887488,2.09282357897609,3,244,FALSE
"245",0,0.626956401392817,0.161378604127094,3.60987850313541,1,245,TRUE
"246",4.05405804701149,0.190166006563231,0.844489011913538,2.08529081498273,2,246,FALSE
"247",3.59032843168825,0.742313553579152,0.692620639223605,2.01655554398894,3,247,FALSE
"248",4.48061110917479,0.00927180447615683,0.22166297561489,1.62644783651922,3,248,FALSE
"249",1.88451621960849,0.943286937661469,0.399247780209407,0.526865623658523,2,249,FALSE
"250",1.56313882395625,0.450164470123127,0.814366706414148,4.79584291903302,2,250,FALSE
"251",3.35913995094597,0.499220814323053,0.739646672736853,2.88066537538543,3,251,FALSE
"252",3.90169968642294,0.813380609964952,0.503589995903894,4.62609684152994,1,252,FALSE
"253",0,0.378728548064828,0.816396681359038,2.09505840286147,1,253,TRUE
"254",3.3844693787396,0.176978724310175,0.526088439160958,2.32637970335782,3,254,FALSE
"255",1.8423379464075,0.266601953655481,0.176976424176246,4.11917159729637,3,255,FALSE
"256",1.99192739650607,0.264613650739193,0.743066868046299,1.0519951262977,1,256,FALSE
"257",0,0.825917850481346,0.854706973768771,4.70515063032508,1,257,TRUE
"258",1.93358993157744,0.211554072797298,0.603285691002384,4.60872660344467,2,258,FALSE
"259",3.63853666465729,0.540891153505072,0.235211681108922,0.735579111380503,3,259,FALSE
"260",1.44427071139216,0.654002656694502,0.0735844462178648,3.97484261228237,1,260,FALSE
"261",1.76956126280129,0.861698046326637,0.427407889859751,3.00091802561656,3,261,FALSE
"262",4.24278703238815,0.245669656200334,0.28265505307354,2.32095550559461,2,262,FALSE
"263",1.24181411881,0.0883156857453287,0.35968077997677,1.24230459076352,2,263,FALSE
"264",3.72850890178233,0.992580796359107,0.255017085699365,4.93245065200608,1,264,FALSE
"265",1.60945330839604,0.324273724574596,0.0177327732089907,4.39078600448556,3,265,FALSE
"266",1.59857343882322,0.223472207551822,0.651743130525574,1.06157210236415,2,266,FALSE
"267",1.0909567149356,0.400970599148422,0.360372965456918,2.75980378303211,2,267,FALSE
"268",2.43896332755685,0.767219419358298,0.712640754878521,4.21473851904739,1,268,FALSE
"269",0,0.69334246776998,0.0191044178791344,3.59378291992471,1,269,TRUE
"270",1.6020523654297,0.773954121395946,0.362103901105002,0.691552799311467,1,270,FALSE
"271",0,0.743451279355213,0.0671770628541708,2.1547241989756,3,271,TRUE
"272",3.16984965000302,0.198470532428473,0.165602682624012,2.4320439696312,2,272,FALSE
"273",0,0.414742431137711,0.579403883079067,4.65870329667814,1,273,TRUE
"274",4.78466034308076,0.156521495897323,0.98923145676963,3.13395760126878,3,274,FALSE
"275",1.74186459649354,0.589687946252525,0.631158879725263,0.870091346558183,1,275,FALSE
"276",2.94177413638681,0.133131576236337,0.641934256302193,3.91765575460158,2,276,FALSE
"277",2.27308590803295,0.123566918773577,0.752600546460599,4.39948417572305,3,277,FALSE
"278",4.3050984563306,0.368681826861575,0.114316270221025,3.10565120389219,2,278,FALSE
"279",2.82718417793512,0.978963648434728,0.253733200021088,4.91768771491479,1,279,FALSE
"280",4.87871073465794,0.565067745279521,0.0837960939388722,1.9626525650965,3,280,FALSE
"281",3.37559095583856,0.397964013274759,0.690523834200576,4.00850373506546,2,281,FALSE
"282",4.95529039949179,0.752934105228633,0.0710416983347386,1.75868332153186,3,282,FALSE
"283",1.84933678340167,0.460894635645673,0.874386616749689,2.42756191978697,1,283,FALSE
"284",1.37922007869929,0.465918232453987,0.339509301818907,3.17636964679696,3,284,FALSE
"285",4.29456609394401,0.361983779584989,0.323073487961665,2.08495163812768,2,285,FALSE
"286",2.13123075570911,0.0821604090742767,0.506384514272213,3.81918108358514,2,286,FALSE
"287",2.4083523247391,0.160329282283783,0.714086227118969,2.45763569173869,2,287,FALSE
"288",3.65908986702561,0.758558778325096,0.849014345323667,3.56140086927917,1,288,FALSE
"289",4.35091942362487,0.807555420091376,0.0475915842689574,2.89271930337418,1,289,FALSE
"290",3.77773083560169,0.264086932409555,0.600550504168496,2.42992448282894,3,290,FALSE
"291",1.20653361547738,0.0346557248849422,0.350836728466675,3.41199718357529,1,291,FALSE
"292",2.97377953026444,0.544562506023794,0.0665305515285581,2.05123326485045,3,292,FALSE
"293",2.74224211648107,0.374920966802165,0.496619530953467,4.74369740730617,3,293,FALSE
"294",4.61649180669338,0.964859815314412,0.840843096375465,0.919436146970838,1,294,FALSE
"295",3.54097597114742,0.549675205722451,0.695047952467576,3.46447512996383,1,295,FALSE
"296",0,0.61253528832458,0.500773801701143,3.21597471868154,1,296,TRUE
"297",2.24516874924302,0.0709174855146557,0.175665195100009,3.27432229707483,3,297,FALSE
"298",2.85663318168372,0.779085358604789,0.241665193345398,3.72748499072623,3,298,FALSE
"299",2.26432294305414,0.857354419538751,0.398417179705575,3.50971561728511,2,299,FALSE
"300",3.94161759968847,0.867679997580126,0.496127386577427,0.896063580876216,3,300,FALSE
"301",2.04729336034507,0.314839107450098,0.546896015526727,4.5206430364633,3,301,FALSE
"302",0,0.0439719862770289,0.547436652472243,3.92362575151492,1,302,TRUE
"303",3.16474182251841,0.7452496830374,0.817012742627412,4.42781038896646,1,303,FALSE
"304",4.85205991193652,0.126448072725907,0.427977467887104,4.93396010389552,2,304,FALSE
"305",0,0.0345599127467722,0.786779373185709,1.78224897524342,2,305,TRUE
"306",2.88783838413656,0.4640001966618,0.1658455489669,4.18504140258301,3,306,FALSE
"307",0,0.390282383887097,0.434603363508359,2.95781586761586,1,307,TRUE
"308",1.99765805806965,0.803186427103356,0.314328398322687,0.816312485840172,2,308,FALSE
"309",2.84227105043828,0.527001810260117,0.614811702631414,2.25620959617663,2,309,FALSE
"310",3.33567829988897,0.300256908172742,0.367543165804818,4.53618307341821,1,310,FALSE
"311",2.2588066291064,0.0883972514420748,0.613487415714189,1.49032510560937,1,311,FALSE
"312",1.86053460091352,0.737258519977331,0.191189935430884,2.83081561140716,2,312,FALSE
"313",4.68480802513659,0.821076245978475,0.21687610540539,1.9608863000758,2,313,FALSE
"314",4.3493049684912,0.156610439764336,0.980563327437267,3.26842188148294,1,314,FALSE
"315",4.89222213532776,0.607391867786646,0.991387102752924,2.86248962383252,2,315,FALSE
"316",1.54507557302713,0.703707057749853,0.0190299833193421,2.73394656099845,2,316,FALSE
"317",3.76688206475228,0.462309843394905,0.582860040245578,0.676559051848017,2,317,FALSE
"318",4.94740848522633,0.770266400417313,0.190019032219425,1.08861437044106,2,318,FALSE
"319",3.10573933832347,0.570757788838819,0.684726413339376,2.95268843951635,1,319,FALSE
"320",4.26483663823456,0.750408326508477,0.0971104204654694,0.807562288129702,2,320,FALSE
"321",4.65627887006849,0.478503251448274,0.0915306960232556,0.682348822127096,2,321,FALSE
"322",0,0.883528985315934,0.486894923727959,4.64447857730556,2,322,TRUE
"323",2.2887147013098,0.748662333469838,0.406626908574253,2.73974700877443,3,323,FALSE
"324",1.77406148519367,0.30548605369404,0.191621281206608,2.09491872577928,2,324,FALSE
