"model","simID","lac","mu","K","gam","laa","totaltime"
"ve",42,3.97551586013287,1.5926490661046,124.767234793399,0.00343159821487498,0.00111914193257689,10
"ve",43,1.52032700460404,0.877153368129604,142.654142666142,0.00466519948595669,0.328459464479238,10
"ve",44,3.26446283352561,0.934637552979891,62.1042973664589,0.00111356750058476,1.16183492727578,10
"ve",45,2.36168646765873,1.37254463563494,140.39316151524,0.000868270056112669,1.23959894897416,10
"ve",46,2.53350935131311,0.485738299024501,31.214569080621,0.00477340522671584,0.686718461802229,10
"ve",47,3.78584559890442,1.29872591910039,61.7868960904889,0.00256234156026039,1.16166571725626,10
"ve",48,2.68270224402659,0.105446626016963,92.9476510756649,0.00478944708523341,0.70961986889597,10
"ve",49,3.95528567163274,1.23234714951257,122.901261453517,0.00324891604378354,0.851326255244203,10
"ve",50,3.04836423601955,0.550947586933244,88.8739647250623,0.0041858228097437,1.01163858175278,10
"ve",51,2.80462365294807,0.778712519096117,29.1729631321505,0.00485459700359497,0.806273044086993,10
"ve",52,3.18792887008749,1.50712507810057,63.0610534688458,0.000929317962145433,1.32421112910379,10
"ve",53,2.84393491502851,0.118493927463354,68.8114458834752,0.00220482918617781,1.11901450913865,10
"ve",54,2.35939433635212,0.272087345879152,120.695203980431,0.0043901691136416,1.1581417171983,10
"ve",55,2.58889180840924,1.31129889118646,138.456607293338,0.00265561180361547,0.798671897384338,10
"ve",56,1.63809855771251,0.0299700410630088,134.806339524221,0.00143481395810377,0.915343985776417,10
"ve",57,3.68528230884112,1.36600031687522,149.507260441314,0.00368908091355115,0.716344509157352,10
"ve",58,3.33995466935448,0.901549531353102,91.6012369072996,0.000993695109826513,0.650961689301766,10
"ve",59,3.64185710460879,2.04828368885356,145.143226126675,0.000278278243448585,1.17658971610945,10
"ve",60,2.0064624750521,1.42608290916751,91.0290932585485,0.00276440812379587,1.40805791504681,10
"ve",61,2.89124236744829,0.173342940974352,145.492577922996,0.00484645824925974,0.112965747015551,10
"ve",62,3.56839499413036,0.758248800016334,95.6492004054599,0.00371731044834014,0.921359686064534,10
"ve",63,2.17407784308307,1.16916007641484,118.682594306301,0.00191180900740437,1.21415793627966,10
"ve",64,2.8159103395883,1.65916520002906,107.577846944332,0.00132390160786454,1.11580561415758,10
"ve",65,1.88119046529755,0.190971408179845,33.9817987242714,0.00226552562890574,1.4006382295629,10
"ve",66,3.65935282991268,2.19524540938332,51.7692070174962,0.00429162461957894,0.618507905979641,10
"ve",67,2.51001845719293,0.166646010307409,31.03703079978,0.000961097305291332,0.910341863986105,10
"ve",68,3.63117262907326,0.370809473824897,85.9706961433403,0.00347017947151326,0.594607247156091,10
"ve",69,3.27430915716104,1.31632125304863,82.8860904974863,0.00168206383869983,0.756682315142825,10
"ve",70,2.64293976104818,0.849731857106136,99.4729532091878,0.000951590410340577,1.27141883515287,10
"ve",71,3.78190626576543,2.33784652588514,145.071024303325,0.000392100663669407,1.18346501374617,10
"ve",72,2.77171947644092,1.89781826868257,80.5479851318523,0.00134546774905175,0.278580420766957,10
"ve",73,1.33108181483112,0.653037006387161,100.466584069654,0.00274848304246552,0.345676911296323,10
"ve",74,3.52152109635063,2.49958152745089,89.9609990417957,0.00379401939727832,1.16304078034591,10
"ve",75,3.34855401096866,0.986314464840246,120.36006397102,0.00392185318041593,1.20761248713825,10
"ve",76,1.80252462206408,0.797513648806908,133.846002628561,0.00326055261930451,0.392155713750981,10
"ve",77,2.55039050919004,0.231088632486411,137.712904349901,0.00493216204552446,0.809868451673537,10
"ve",78,1.80685177608393,0.400604271654342,66.8714642664418,0.000849951781728305,1.49461193522438,10
"ve",79,2.6883488073945,0.846636582117481,89.4965200941078,0.000687263193516992,0.90142334648408,10
"ve",80,3.15380582795478,1.32546353292889,109.589389611501,0.00170131296729669,0.409406782127917,10
"ve",81,3.28966806852259,1.59862909483756,148.272168193944,0.00213869618000463,1.43154262087774,10
"ve",82,3.45590406516567,1.6714457980284,77.3215194395743,0.0019506131912116,0.494266018155031,10
"ve",83,1.92487699212506,0.198459864472644,46.6412437544204,0.000556642991327681,1.04204534471501,10
"ve",84,2.94873838149942,0.776378433843004,101.729083673563,0.00247843293573242,0.195439056144096,10
"ve",85,3.86006635334343,1.6527602767528,143.964456906542,0.000823056610953063,0.482501153717749,10
"ve",86,2.01993761025369,0.43512443828606,73.3701665326953,0.000577087867073715,1.16058969637379,10
"ve",87,1.78742233035155,1.45867963353512,66.027651631739,0.00444929210019764,0.225653536850587,10
"ve",88,2.53287909505889,0.969579297825764,125.281514138915,0.00275489692890551,1.26030019065365,10
"ve",89,2.25356877502054,0.343592607829045,45.3956559929065,0.00188356725389604,1.37085836031474,10
"ve",90,3.56200450682081,2.71322475064371,125.57851370424,0.0018476479610661,1.4815069969045,10
"ve",91,2.89426068519242,1.73661496450107,141.874382956885,0.00391720799638424,0.753938573878258,10
"ve",92,3.06888354639523,0.850209926766064,71.01742366096,0.00407281634670217,1.24208708689548,10
"ve",93,2.66470186947845,0.486904794051638,122.252170869615,0.00260098704902921,0.246434363652952,10
"ve",94,1.91932977666147,1.11554868578727,110.651907315478,0.00315721704331227,0.665944267529994,10
"ve",95,3.82887117774226,1.07971966504247,134.150726886,0.00296307978632394,0.580207121092826,10
"ve",96,3.28592158481479,2.17163924563169,89.1249285335653,0.000358365336293355,0.875730679021217,10
"ve",97,2.45496904174797,0.494267040552106,101.234348819125,0.00340210971618071,1.29448576387949,10
"ve",98,2.4955435921438,0.197656648577028,137.239298666827,0.00232042931255419,1.02722748485394,10
"ve",99,3.80407411069609,0.166233723821677,61.4431732310914,0.003762916868506,1.08499593869783,10
"ve",100,3.10738753760234,0.17789336712826,97.3777738376521,0.00118349300329573,1.15531683596782,10
"ve",101,3.31221112865023,0.859264289699145,113.668851335533,0.000752554585481994,1.33524511079304,10
"ve",102,2.58193233096972,1.68240159168462,125.60892903246,0.00206205868490506,0.638599953381345,10
"ve",103,3.64095720672049,1.9051742359499,140.630264766514,0.00488839538686443,0.358838181942701,10
"ve",104,1.66391778318211,0.220863119232655,97.0956520759501,0.0025541875296738,1.28249387734104,10
"ve",105,3.94469038094394,1.45223914633072,126.96976223262,0.000379507533553988,1.48942449130118,10
"ve",106,3.04432754428126,0.118791982894065,108.024065762293,0.00237807022549678,0.642689098371193,10
"ve",107,3.78776175924577,2.20651167654435,83.9176970231347,0.00118580281357281,0.158822228433564,10
"ve",108,2.47778836241923,2.05152204514474,130.153526731301,0.00317267645110842,1.44954824144952,10
"ve",109,3.44030562555417,1.02267692425163,66.0062286187895,0.000761929411021993,0.914776713587344,10
"ve",110,2.20134924026206,0.322842928700126,137.347080081236,0.00100995233040303,0.929578542010859,10
"ve",111,1.57992958719842,0.534903399585816,127.961541418917,0.00160141474865377,1.21200345677789,10
"ve",112,3.52405515033752,1.01603014433207,147.309569462668,0.00240924542883877,0.281003090087324,10
"ve",113,3.15974196512252,1.50899945643451,140.303646828979,0.00405778486332856,0.82555554388091,10
"ve",114,1.24934169347398,0.49297894213337,132.135103610344,0.00497712325912435,0.57353630871512,10
"ve",115,3.90762641606852,0.831856183685968,61.3290271558799,0.00456612452263944,1.12748506455682,10
"ve",116,2.21706883818842,0.924494514904078,61.4391010976397,0.00107054679645225,0.586412867065519,10
"ve",117,3.98823211458512,0.171715959537029,138.516742784996,0.00269952876963653,0.0166887750383466,10
"ve",118,3.86064518801868,1.44564226850371,131.187190995552,0.00478518391130492,1.46703301649541,10
"ve",119,3.43691527703777,1.07283570263181,135.538388325367,0.00136750547918491,1.09945900936145,10
"ve",120,3.34654634748586,0.836146331784455,130.348646442872,0.000212785773118958,1.48082293372136,10
"ve",121,2.74661581055261,0.455592726747738,129.862640330102,0.00373222621553577,0.176372925052419,10
"ve",122,3.91048653656617,0.954781602516654,130.361459848937,0.00472654846762307,0.707277367589995,10
"ve",123,3.96849950030446,2.09909943008071,58.9437527395785,0.001743920171028,0.798519408912398,10
"ve",124,2.62639127322473,1.13490061250748,45.6625782628544,0.000652749387687072,0.27210865309462,10
"ve",125,2.15291167609394,0.826368798161275,122.367457593791,0.00380409640215803,0.424693664652295,10
"ve",126,3.17621581768617,0.486404262338462,136.743777631782,0.00163551437298302,0.698572574649006,10
"ve",127,2.2549649074208,0.651393080798909,146.25974112656,0.00411225341225509,0.687427980825305,10
"ve",128,3.94305425439961,2.14412009358052,115.022077010944,0.00272449095954653,0.238519765902311,10
"ve",129,3.54364644852467,0.813292327267211,84.2501708166674,0.00123621226400137,1.32577362691518,10
"ve",130,3.65937625174411,2.8036607745931,142.916146146599,0.000909885783214122,0.95886852638796,10
"ve",131,1.83054952509701,0.627121066186763,75.464611875359,0.00464838813219685,0.684491357998922,10
"ve",132,2.31079333135858,0.788781307859253,142.044819823932,0.0021246191132348,0.915633023832925,10
"ve",133,1.66544126323424,0.523333001713781,55.6736231804825,0.00225671454723924,0.0158119556726888,10
"ve",134,2.69279152899981,1.31520093867308,82.4607340083458,0.00214988731874619,1.02649921691045,10
"ve",135,3.93566218833439,2.04264872877754,93.0108309513889,0.0012912346791476,0.294244977529161,10
"ve",136,3.39050825196318,2.56096970711839,109.086769311689,0.00390066540311091,1.28841675049625,10
"ve",137,3.49501514504664,0.764134823949379,135.717768685427,0.00314461478053126,1.04011153103784,10
"ve",138,1.44353712070733,0.48844984092575,62.4036792339757,0.00193600168267731,0.0500293616205454,10
"ve",139,2.97663282719441,1.44646084162949,50.4445612803102,0.00135855386056937,0.274656735593453,10
"ve",140,3.8310911632143,2.26981898263819,149.798821667209,0.00487106612939388,0.653254435281269,10
"ve",141,3.17107225372456,0.127843059532158,148.680004908238,0.000470592128671706,0.0321218173485249,10
"ve",142,3.11757701914757,1.95205436338261,92.2855031257495,0.00268937951687258,0.577607102924958,10
"ve",143,2.48396357800812,0.810078874177206,119.697850733064,0.000229556572367437,0.321185588487424,10
"ve",144,3.08503673877567,1.32403044359435,51.9939392898232,0.00171580871972255,0.0340001533040777,10
"ve",145,2.30415292223915,1.08783908159141,145.589517496992,0.000866619096067734,1.25286437594332,10
"ve",146,2.03346218122169,0.156546641189931,87.3544524377212,0.00301513966058847,0.739105715998448,10
"ve",147,3.51515220012516,0.145634355145786,30.1935726334341,0.000451429214491509,1.44703082065098,10
"ve",148,1.3151504159905,0.077471978114103,69.7651749150828,0.000412515041674487,1.23349516640883,10
"ve",149,3.21892523742281,0.533238399103051,45.050896636676,0.00244002140634693,0.962066138978116,10
"ve",150,1.88197539700195,0.24740968023343,141.664061120246,0.00463535041296855,0.474098886363208,10
"ve",151,2.82924680528231,1.25111113256526,95.4793475288898,0.00298110273620114,1.06587710534222,10
"ve",152,2.26929582864977,0.313098523444915,138.444509089459,0.00240967155753169,0.24957210815046,10
"ve",153,3.82751596719027,1.78223552316544,44.9490260449238,0.000616159416083247,1.04595978884026,10
"ve",154,1.21009803772904,0.145611352477805,86.2416273471899,0.00078539468802046,0.791869331966154,10
"ve",155,3.89295111387037,1.84604989235278,46.8644204339944,0.00319001669629943,0.359054283821024,10
"ve",156,3.96130529185757,0.338844978830963,68.1520656682551,0.00217930594028439,1.19288572913501,10
"ve",157,1.19484975631349,0.025848584318487,109.036908044945,0.000894618392991833,0.219820491154678,10
"ve",158,2.32437742920592,1.43532456646853,103.323157203849,0.00392173115750775,0.717841637204401,10
"ve",159,3.8152412364725,1.63100394714682,99.736289056018,0.0021819718275452,0.381198290269822,10
"ve",160,3.14749985118397,0.0237008442144142,108.490641675889,0.0026380713642342,1.11919816990849,10
"ve",161,3.86544021498412,2.41647250317859,124.681598707102,0.00279980634129606,1.10309615498409,10
"ve",162,2.30792920500971,1.58000604948711,91.2230431125499,0.000296238267491572,0.030534683726728,10
"ve",163,3.07578301639296,2.40036924354373,120.311275008135,0.00427313891109079,0.67060481349472,10
"ve",164,3.28093984536827,1.97426509433992,107.295375617687,0.00361644074681681,1.20402963180095,10
"ve",165,3.84045345708728,2.63968391636838,87.4074367247522,0.00233360495842062,0.344165180926211,10
"ve",166,2.7652575711254,1.44881099724926,54.9006315739825,0.0021972267024219,1.48185178020503,10
"ve",167,1.56933975312859,0.0848996285202913,108.674729343038,0.0032620568919694,0.794332036748528,10
"ve",168,1.40233401348814,0.129216896374361,130.609772847965,0.00370065829160158,1.48038373945747,10
"ve",169,2.19730766746216,0.152014662291482,83.5014345496893,0.00323597504752688,0.403700633556582,10
"ve",170,3.53873725794256,1.31891620796011,59.2827649018727,0.00224912343111355,0.79913715692237,10
"ve",171,2.41670260764658,0.600011550631281,80.2163762156852,0.00370089903003536,0.897552668116987,10
"ve",172,3.90858449833468,0.58881459600653,107.005726450589,0.00292527443205472,0.0679303138749674,10
"ve",173,3.26993472222239,1.51878453701143,125.641155506019,0.00131793970109429,1.40291227796115,10
"ve",174,2.5978036581073,0.709370063917502,121.384872701019,0.000339540126523934,1.41823679592926,10
"ve",175,3.62244898243807,1.55199863502304,146.902902454603,0.00456928387046792,0.870546579128131,10
"ve",176,2.62593783950433,0.962955246076011,116.656783251092,0.00354591031367891,0.413602944812737,10
"ve",177,2.91372616961598,0.631577117352374,146.603420339525,0.00313479977990501,0.268241330282763,10
"ve",178,3.48760319151916,1.67758705497782,143.624044819735,0.00252421446121298,0.0620176568627357,10
"ve",179,3.78453264501877,0.528376294585923,68.1042505777441,0.00200491884327494,0.0830768697196618,10
"ve",180,3.87174966675229,0.0150822321228217,148.49861523835,0.00139809745487291,1.47016800648998,10
"ve",181,3.98174163606018,2.6955278006827,115.661322902888,0.00202689477019012,0.188428245135583,10
"ve",182,2.81932298396714,1.27289951629443,49.5741161797196,0.000862947929929942,0.266681191278622,10
"ve",183,1.08813149644993,0.0623610300934408,66.4290195633657,0.00100687002097256,0.419695438351482,10
"ve",184,2.11092935712077,0.207413212075992,96.8714292743243,0.00454298248838168,1.25329096347559,10
"ve",185,2.1935308824759,1.06188676234996,111.672553804237,0.0025723873623414,0.171492699533701,10
"ve",186,3.86702730599791,0.00925347353881225,132.19650684623,0.00263925973223522,0.269766613142565,10
"ve",187,2.96004832931794,0.91294770012747,133.085794583894,0.00104675173040014,1.25576053652912,10
"ve",188,3.9878964361269,0.282015435117856,96.7704373318702,0.00226878181607462,0.724057788960636,10
"ve",189,2.13783017569222,0.251760424677934,76.2454305705614,0.0041718018258689,1.48013393569272,10
"ve",190,2.68596427817829,0.77330676080843,70.5913644400425,0.00354380162626039,0.91853962931782,10
"ve",191,3.61241665878333,0.353453602867899,126.431344351731,0.000740631522634067,1.08341467066202,10
"ve",192,1.0331082129851,0.208577546041133,57.9101369343698,0.000103426657128148,0.129584081587382,10
"ve",193,3.71894578379579,1.01593570229078,118.239374803379,0.00134915916107129,1.41101217200048,10
"ve",194,3.46348695433699,1.90000036715791,146.927095744759,0.000371443333942443,0.262525718193501,10
"ve",195,3.4879729130771,0.469088537962409,67.5393170048483,0.00206765805622563,0.30480994633399,10
"ve",196,2.96419862727635,0.458302832597448,53.6352776689455,0.00401689179989044,1.26707004115451,10
"ve",197,1.39848343911581,0.476640001714998,79.4344410556369,0.00301544539211318,0.152159419027157,10
"ve",198,3.72187424823642,0.0559566062222701,94.685663790442,0.00229198532840237,1.10108176118229,10
"ve",199,3.08859099820256,0.14895598566304,35.3442073124461,0.00121850822384004,1.43349792889785,10
"ve",200,2.93232168583199,0.724137266180851,119.28933955729,0.00361671150382608,1.06540576543193,10
"ve",201,1.84225064096972,0.912495952957007,145.034330366179,0.00126037533483468,1.46241887484211,10
"ve",202,3.87290956219658,2.38350143453914,132.47637467226,0.00297395555775147,0.880397739470936,10
"ve",203,1.75602939212695,0.408720536712743,112.100824373774,0.00495616020699963,1.02529598912224,10
"ve",204,3.48315330897458,2.59454201547455,107.872623931617,0.00120184586658143,1.22930690995418,10
"ve",205,3.00324288243428,0.593990011208109,118.417113125324,0.00322828471790999,1.00363021460362,10
"ve",206,3.52776971017011,0.395110684426525,37.0086201862432,0.00156712515575346,0.776444762712345,10
"ve",207,3.21191640384495,0.544090090198116,131.921845991164,0.000832665247563273,0.58037425938528,10
"ve",208,2.58414663770236,1.2940625575508,65.0045146932825,0.00129918530741706,1.0408447526861,10
"ve",209,3.8869999255985,1.25337764935831,95.0606285058893,0.00373780780867673,0.788359745987691,10
"ve",210,3.12622015341185,1.56896616369802,68.3790782396682,0.00229977960155811,0.974332367652096,10
"ve",211,2.66042711073533,1.29664822702007,97.7629176154733,0.00316661733763758,0.464368276298046,10
"ve",212,3.49073711177334,1.62860179472703,123.969421018846,0.00305353272955399,0.282606440596282,10
"ve",213,2.35145631153136,0.853465209047985,126.452120416798,0.00179018121336121,0.115448917611502,10
"ve",214,3.8042803495191,1.6823543891734,146.216721241362,0.0019557903150795,0.427757962374017,10
"ve",215,2.03848629957065,0.27403364343436,89.2102053994313,0.00497740612761118,0.13548240379896,10
"ve",216,2.61638289806433,1.23924321848031,116.071931438055,0.00380160979009233,0.6806117054075,10
"ve",217,1.63793603749946,0.0341336406118702,85.6092373654246,0.00442224834477529,1.06130796333309,10
"ve",218,2.86322888126597,0.885337446112093,135.299304034561,0.00101146368673071,0.16539314808324,10
"ve",219,3.8145307500381,1.6836712917407,143.869652103167,0.00250669269331265,1.3516749443952,10
"ve",220,3.57250461122021,0.528554694654094,141.207001279108,0.00240558468340896,0.4953490201151,10
"ve",221,2.35552453948185,0.201249067705916,128.02696448518,0.00289420418420341,0.301013213116676,10
"ve",222,1.94763523666188,0.710147250680486,106.347599783912,0.0032807508605998,1.05501486605499,10
"ve",223,3.06837209942751,0.340007255805936,92.8651448199525,0.0013175172596937,1.3328855924774,10
"ve",224,3.79842611402273,2.25303231264101,129.377528727055,0.00221907851407304,1.29030401387718,10
"ve",225,1.0922697132919,0.218855271223257,68.8883846462704,0.00286425358061679,1.31994017958641,10
"ve",226,3.5293604452163,2.9196502006866,145.432123800274,0.00145616852834355,0.0703253501560539,10
"ve",227,1.58135221479461,0.241227811522945,45.9895487013273,0.0032118781277677,1.0695626414381,10
"ve",228,2.76378379715607,0.859037130931602,128.554820625577,0.00256346616731025,1.1918922686018,10
"ve",229,3.74135392601602,0.184510988775641,40.126347632613,0.00375379497616086,0.352421444607899,10
"ve",230,3.01422498328611,1.85382391964768,121.172060293611,0.00190893134155776,1.01714828505646,10
"ve",231,3.3044336521998,0.218813445523684,133.768872905057,0.00341138854776509,1.03760903386865,10
"ve",232,3.48422505403869,1.3225488057995,51.5438308240846,0.00119098526302259,0.48082407459151,10
"ve",233,2.58128858404234,0.0418497257416137,143.595840597991,0.0039693217858905,0.688379542669281,10
"ve",234,2.25991995958611,0.513221392631717,92.4539358890615,0.00497531289556064,0.405729303485714,10
"ve",235,3.3106760669034,2.18083390856513,121.234538981225,0.000531406208802946,0.356790603138506,10
"ve",236,3.33454390638508,0.74214467707423,145.948048210703,0.0013072804542724,0.628891524276696,10
"ve",237,2.54657845175825,0.38644870162271,91.6414707154036,0.00413365391506814,1.13293991878163,10
"ve",238,3.75799531117082,0.377178099082457,109.379323842004,0.00252469184121583,1.2453898396343,10
"ve",239,2.52212276426144,0.20883297043792,99.5526176341809,0.00372252375262324,1.31611844070721,10
"ve",240,3.46051485091448,1.95145944061636,101.312470030971,0.0040806816002354,1.41281918424647,10
"ve",241,2.27246057824232,0.989720712738787,89.5751028321683,0.00400826648040675,0.444305770564824,10
"ve",242,2.67793081211857,0.823059147079801,90.5455478723161,0.000427468029758893,1.0695988208754,10
"ve",243,3.91135519021191,2.02256066709065,76.2874125968665,0.00144653030554764,1.15721213445067,10
"ve",244,2.42050929507241,0.979675441415026,107.652453074697,0.00164984140326269,0.353474846924655,10
"ve",245,3.78922961768694,0.445940894431714,92.7842830237933,0.00194875141091179,0.455926507827826,10
"ve",246,3.25264656357467,1.43257114787949,84.916386269033,0.00406671494459733,0.197533452417701,10
"ve",247,2.94404033734463,0.472967834928236,62.0942279649898,0.00309590628764126,0.429164033266716,10
"ve",248,1.21974060917273,0.00627306870399043,124.060201935936,0.00306384164139163,0.216422992176376,10
"ve",249,3.17347172647715,1.79169080011772,123.499621716328,0.00367951287936885,1.45827647403348,10
"ve",250,3.3014115227852,1.91453211494158,106.632688534446,0.00413981563269626,0.0943650612607598,10
"ve",251,1.7876114777755,0.498579659085465,53.2669568364508,0.000623764556925744,0.380276201642118,10
"ve",252,3.55322865839116,1.64217693172451,125.31985123409,0.00100863308063708,1.2879350107396,10
"ve",253,2.29831939074211,0.463228988784994,140.431144475006,0.0028325999784749,0.124779935809784,10
"ve",254,2.64451124286279,1.16183213590048,76.7112549301237,0.00232156548916828,0.0608056189958006,10
"ve",255,3.25366595666856,2.26080779624304,108.258473225869,0.0015184109961614,0.180186737445183,10
"ve",256,3.14489863719791,0.155918320446811,49.1068434971385,0.00437463175475132,1.44918944500387,10
"ve",257,3.48963138228282,1.02486822155905,98.79784965422,0.00325619314224459,0.638226504670456,10
"ve",258,2.62700803042389,1.03911511427099,70.1192019344307,0.00203153412551619,0.569466284941882,10
"ve",259,3.50655384967104,1.01883411878031,83.6176292831078,0.000472184386383742,1.28610539878719,10
"ve",260,3.02742437482812,0.729605048484472,65.9058998175897,0.00163270663791336,0.601679221610539,10
"ve",261,3.70671324338764,0.338422696560412,149.52759713633,0.00485916308881715,0.166943028336391,10
"ve",262,2.30470186634921,0.119725470177201,85.0026170909405,0.00434083215075079,1.13587687304243,10
"ve",263,3.60042574768886,1.24771556634775,40.2853609388694,0.00039690763335675,0.712218307773583,10
"ve",264,3.1252731513232,0.881169042495871,128.649697285146,0.00149583093058318,1.07469932595268,10
"ve",265,3.46083998074755,2.15867443263414,99.5897082635202,0.00335361665722448,0.541495689656585,10
"ve",266,2.90468450728804,0.706989527705428,86.8186580948532,0.00467226394219324,0.679971850826405,10
"ve",267,3.25999810174108,2.12031716981384,122.070879056118,0.00369773217185866,1.3237796430476,10
"ve",268,3.99836621549912,1.63373508249058,127.179046119563,0.00478286493299529,0.679222261416726,10
"ve",269,3.13739509531297,1.5937738995723,70.9128488972783,0.00248254794941749,0.648741619312204,10
"ve",270,3.58753206091933,0.060767295763758,94.7116142883897,0.00152866804404184,0.556625900790095,10
"ve",271,2.86128377681598,1.0950383537038,92.3064078297466,0.0044844817278441,0.345723799662665,10
"ve",272,1.13691762695089,0.530911895028641,107.097250234801,0.000528369935764931,1.27782051928807,10
"ve",273,2.8757360058371,1.52091216401232,87.9580714902841,0.00054788163790945,0.441620726021938,10
"ve",274,3.41962548322044,1.21367188874141,46.2792218709365,0.000924383774027228,0.524111253325827,10
"ve",275,3.57606235891581,0.0511220025112154,132.593795924913,0.000532885714317672,0.268386471667327,10
"ve",276,3.91299143759534,0.762451164575154,95.6951155140996,0.000313853836595081,0.230159071390517,10
"ve",277,2.04384240414947,1.38250162750629,80.611453007441,0.00336230821791105,1.34330498822965,10
"ve",278,3.84106156486087,2.74027562696233,120.256711398251,0.00399287146446295,0.922709959326312,10
"ve",279,2.06075739278458,0.515414227967104,90.6148305302486,0.00275992709272541,1.14629114465788,10
"ve",280,3.87990581803024,0.227369407072966,143.585421934258,0.00385152436299249,0.233162856660783,10
"ve",281,3.75057858135551,0.294092238125927,129.226099911612,0.00174444887535647,0.760308415163308,10
"ve",282,3.22891723923385,0.845815070534102,142.420769610908,0.00435792624636088,0.0209029001416638,10
"ve",283,3.45909495581873,0.760244680463918,106.889645070769,0.00277427348585334,0.867065656115301,10
"ve",284,3.60897179506719,0.532354372480279,117.058509646449,0.00458110804611351,0.436965638771653,10
"ve",285,3.18349137250334,0.199311452814471,140.231508931611,0.00220250232445542,1.40580191882327,10
"ve",286,3.73018278041855,2.48879231577332,106.980139259249,0.00397514401136432,0.556623824522831,10
"ve",287,3.53680782904848,0.0723604176147841,34.6775149274617,0.00190936182837468,0.946764349238947,10
