model,simID,Mutation_rate,Niche_evolution,Dispersal_alpha,Dispersal_P,SppPool_size,EnvTimeStep,MaxOptimalElevation,TimeOfPhyloTree
ca,384,0.0834134327806652,0.0252095867149492,0.000462637881399318,0.0134054547503375,40,5300,11,3
ca,385,0.00740148681028844,0.228571573386148,0.000121544100791751,0.0980462213017295,222,8410,11,1
ca,386,0.00740148681028844,0.228571573386148,0.000121544100791751,0.0980462213017295,222,8410,11,2
ca,387,0.00740148681028844,0.228571573386148,0.000121544100791751,0.0980462213017295,222,8410,11,3
ca,388,0.0266090492551674,0.123657223554133,0.000194354199295738,0.0243101423298923,7,12400,8,1
ca,389,0.0266090492551674,0.123657223554133,0.000194354199295738,0.0243101423298923,7,12400,8,2
ca,390,0.0266090492551674,0.123657223554133,0.000194354199295738,0.0243101423298923,7,12400,8,3
ca,404,0.0264388429410785,0.0225615311932634,1.47500770836e-06,0.013010616655399,12,42120,6,2
ca,405,0.0264388429410785,0.0225615311932634,1.47500770836e-06,0.013010616655399,12,42120,6,3
ca,406,0.00175139393751296,0.147864103982782,2.57145878898305e-05,0.0365735302501261,108,37490,10,1
ca,407,0.00175139393751296,0.147864103982782,2.57145878898305e-05,0.0365735302501261,108,37490,10,2
ca,408,0.00175139393751296,0.147864103982782,2.57145878898305e-05,0.0365735302501261,108,37490,10,3
ca,411,0.00309725546502635,0.872706235659757,4.19604697399701e-06,0.0505676885073359,93,1240,7,3
ca,415,0.00301480224633428,0.415234105566926,0.208376704274663,0.0720765796593062,893,6730,11,1
ca,416,0.00301480224633428,0.415234105566926,0.208376704274663,0.0720765796593062,893,6730,11,2
ca,417,0.00301480224633428,0.415234105566926,0.208376704274663,0.0720765796593062,893,6730,11,3
ca,418,0.00131180340710636,0.199054473373022,0.0465352892619128,0.0681329074178021,343,1480,8,1
ca,419,0.00131180340710636,0.199054473373022,0.0465352892619128,0.0681329074178021,343,1480,8,2
ca,420,0.00131180340710636,0.199054473373022,0.0465352892619128,0.0681329074178021,343,1480,8,3
ca,433,0.00813858506731094,0.234209060462219,0.0263418657301825,0.291265436488478,871,2500,7,1
ca,434,0.00813858506731094,0.234209060462219,0.0263418657301825,0.291265436488478,871,2500,7,2
ca,435,0.00813858506731094,0.234209060462219,0.0263418657301825,0.291265436488478,871,2500,7,3
ca,442,0.0162131193820423,0.140812047114295,0.00782736250346035,0.0972295117330474,600,15220,8,1
ca,443,0.0162131193820423,0.140812047114295,0.00782736250346035,0.0972295117330474,600,15220,8,2
ca,444,0.0162131193820423,0.140812047114295,0.00782736250346035,0.0972295117330474,600,15220,8,3
ca,472,0.0157587561121339,0.234781701933118,0.00039020843496994,0.11481569074891,36,42050,8,1
ca,473,0.0157587561121339,0.234781701933118,0.00039020843496994,0.11481569074891,36,42050,8,2
ca,474,0.0157587561121339,0.234781701933118,0.00039020843496994,0.11481569074891,36,42050,8,3
ca,478,0.0290793720356024,0.0619369959839082,5.26165011896133e-06,0.154698741103764,416,35400,12,1
ca,479,0.0290793720356024,0.0619369959839082,5.26165011896133e-06,0.154698741103764,416,35400,12,2
ca,480,0.0290793720356024,0.0619369959839082,5.26165011896133e-06,0.154698741103764,416,35400,12,3
ca,481,0.00516956290296259,0.590139238696509,1.26488494385673e-06,0.0753206046813717,214,3360,11,1
ca,482,0.00516956290296259,0.590139238696509,1.26488494385673e-06,0.0753206046813717,214,3360,11,2
ca,483,0.00516956290296259,0.590139238696509,1.26488494385673e-06,0.0753206046813717,214,3360,11,3
ca,490,0.00106207491387954,0.0229906353097846,0.00411779923838444,0.103003327234677,33,42350,10,1
ca,491,0.00106207491387954,0.0229906353097846,0.00411779923838444,0.103003327234677,33,42350,10,2
ca,492,0.00106207491387954,0.0229906353097846,0.00411779923838444,0.103003327234677,33,42350,10,3
ca,502,0.0190634759242994,0.479178518187824,3.1427593401527e-06,0.0156888181394537,744,38430,10,1
ca,503,0.0190634759242994,0.479178518187824,3.1427593401527e-06,0.0156888181394537,744,38430,10,2
ca,504,0.0190634759242994,0.479178518187824,3.1427593401527e-06,0.0156888181394537,744,38430,10,3
ca,511,0.00930462872980753,0.666011430836829,0.000104955446884523,0.014885511085369,303,15280,8,1
ca,512,0.00930462872980753,0.666011430836829,0.000104955446884523,0.014885511085369,303,15280,8,2
ca,513,0.00930462872980753,0.666011430836829,0.000104955446884523,0.014885511085369,303,15280,8,3
ca,520,0.00808706583164058,0.203569928932763,1.33870995318773e-06,0.046574930098523,59,46660,8,1
ca,521,0.00808706583164058,0.203569928932763,1.33870995318773e-06,0.046574930098523,59,46660,8,2
ca,522,0.00808706583164058,0.203569928932763,1.33870995318773e-06,0.046574930098523,59,46660,8,3
ca,532,0.0155390331299965,0.340057164813104,0.00413507963521267,0.0784982667194353,102,9470,8,1
ca,533,0.0155390331299965,0.340057164813104,0.00413507963521267,0.0784982667194353,102,9470,8,2
ca,534,0.0155390331299965,0.340057164813104,0.00413507963521267,0.0784982667194353,102,9470,8,3
ca,541,0.00117782606025683,0.0611223020866267,4.49779252013579e-06,0.0609403362091568,452,28560,9,1
ca,542,0.00117782606025683,0.0611223020866267,4.49779252013579e-06,0.0609403362091568,452,28560,9,2
ca,543,0.00117782606025683,0.0611223020866267,4.49779252013579e-06,0.0609403362091568,452,28560,9,3
ca,562,0.0103581845539074,0.0759113156521608,0.00154904020177605,0.247684717762617,17,15080,7,1
ca,563,0.0103581845539074,0.0759113156521608,0.00154904020177605,0.247684717762617,17,15080,7,2
ca,564,0.0103581845539074,0.0759113156521608,0.00154904020177605,0.247684717762617,17,15080,7,3
ca,565,0.0232047106484651,0.402001344191074,0.0787784717146589,0.173271659657481,40,17600,11,1
ca,566,0.0232047106484651,0.402001344191074,0.0787784717146589,0.173271659657481,40,17600,11,2
ca,567,0.0232047106484651,0.402001344191074,0.0787784717146589,0.173271659657481,40,17600,11,3
ca,568,0.0159618209665507,0.0214063981065764,0.00882218242391388,0.127070129062034,378,3340,9,1
ca,569,0.0159618209665507,0.0214063981065764,0.00882218242391388,0.127070129062034,378,3340,9,2
ca,570,0.0159618209665507,0.0214063981065764,0.00882218242391388,0.127070129062034,378,3340,9,3
ca,571,0.00300425889366934,0.0257832379753881,7.15638975976832e-05,0.0167960133706763,351,44890,9,1
ca,572,0.00300425889366934,0.0257832379753881,7.15638975976832e-05,0.0167960133706763,351,44890,9,2
ca,573,0.00300425889366934,0.0257832379753881,7.15638975976832e-05,0.0167960133706763,351,44890,9,3
ca,577,0.0287487685666931,0.0793710445851993,6.72539224886876e-05,0.257344338561548,125,26220,10,1
ca,578,0.0287487685666931,0.0793710445851993,6.72539224886876e-05,0.257344338561548,125,26220,10,2
ca,579,0.0287487685666931,0.0793710445851993,6.72539224886876e-05,0.257344338561548,125,26220,10,3
ca,581,0.00803788267658905,0.0160658282250735,0.0529266718834223,0.0508305759158228,44,4610,6,2
ca,589,0.00162171778969535,0.813194227670277,2.49516279195106e-05,0.0939687227628308,167,10770,7,1
ca,590,0.00162171778969535,0.813194227670277,2.49516279195106e-05,0.0939687227628308,167,10770,7,2
ca,591,0.00162171778969535,0.813194227670277,2.49516279195106e-05,0.0939687227628308,167,10770,7,3
ca,598,0.0130112516821864,0.108362447221803,0.00426156691745501,0.0297418485188064,320,14100,7,1
ca,599,0.0130112516821864,0.108362447221803,0.00426156691745501,0.0297418485188064,320,14100,7,2
ca,600,0.0130112516821864,0.108362447221803,0.00426156691745501,0.0297418485188064,320,14100,7,3
ca,601,0.00454521716484894,0.0128353752721243,0.000397674403184783,0.043166346366038,126,1430,8,1
ca,602,0.00454521716484894,0.0128353752721243,0.000397674403184783,0.043166346366038,126,1430,8,2
ca,603,0.00454521716484894,0.0128353752721243,0.000397674403184783,0.043166346366038,126,1430,8,3
ca,604,0.00805866107444566,0.0230651035165204,7.19311649644755e-05,0.0687493443899361,376,20980,11,1
ca,605,0.00805866107444566,0.0230651035165204,7.19311649644755e-05,0.0687493443899361,376,20980,11,2
ca,606,0.00805866107444566,0.0230651035165204,7.19311649644755e-05,0.0687493443899361,376,20980,11,3
ca,610,0.00230002587742041,0.0668485801970026,0.0649823431733379,0.124381439664331,74,12830,9,1
ca,611,0.00230002587742041,0.0668485801970026,0.0649823431733379,0.124381439664331,74,12830,9,2
ca,612,0.00230002587742041,0.0668485801970026,0.0649823431733379,0.124381439664331,74,12830,9,3
ca,614,0.0114620211529813,0.262124091855927,0.00351577120468394,0.280054339686629,27,3770,11,2
ca,620,0.00359345214241946,0.0891215891558417,0.111566017210611,0.0196859930867867,51,21450,11,2
ca,621,0.00359345214241946,0.0891215891558417,0.111566017210611,0.0196859930867867,51,21450,11,3
ca,622,0.00266317091079193,0.0572469173729501,0.00355419469301424,0.0185205711728667,318,3500,7,1
ca,623,0.00266317091079193,0.0572469173729501,0.00355419469301424,0.0185205711728667,318,3500,7,2
ca,624,0.00266317091079193,0.0572469173729501,0.00355419469301424,0.0185205711728667,318,3500,7,3
ca,629,0.0616862267431528,0.829769197242942,0.00286551144401879,0.0156710536286348,306,1690,9,2
ca,630,0.0616862267431528,0.829769197242942,0.00286551144401879,0.0156710536286348,306,1690,9,3
ca,631,0.00780675673588987,0.0769234690390607,1.04780377575476e-06,0.0547690641013655,109,12880,8,1
ca,632,0.00780675673588987,0.0769234690390607,1.04780377575476e-06,0.0547690641013655,109,12880,8,2
ca,633,0.00780675673588987,0.0769234690390607,1.04780377575476e-06,0.0547690641013655,109,12880,8,3
ca,634,0.0363052790821853,0.0356406680063054,0.00513294368877736,0.0446508216170189,38,21470,6,1
ca,635,0.0363052790821853,0.0356406680063054,0.00513294368877736,0.0446508216170189,38,21470,6,2
ca,636,0.0363052790821853,0.0356406680063054,0.00513294368877736,0.0446508216170189,38,21470,6,3
ca,637,0.0577082719502571,0.200863123259094,0.00981098834512214,0.0145572138326412,286,36820,8,1
ca,638,0.0577082719502571,0.200863123259094,0.00981098834512214,0.0145572138326412,286,36820,8,2
ca,639,0.0577082719502571,0.200863123259094,0.00981098834512214,0.0145572138326412,286,36820,8,3
ca,640,0.00670267896975487,0.320740533316379,0.000418029599965705,0.0459740660077097,732,2750,6,1
ca,641,0.00670267896975487,0.320740533316379,0.000418029599965705,0.0459740660077097,732,2750,6,2
ca,642,0.00670267896975487,0.320740533316379,0.000418029599965705,0.0459740660077097,732,2750,6,3
ca,662,0.0515541142222589,0.61537723100392,0.000340754002025816,0.0198125920628445,77,1970,10,2
ca,664,0.00606343270694548,0.132504841524815,8.34947707472737e-06,0.0156529986811856,617,16080,7,1
ca,665,0.00606343270694548,0.132504841524815,8.34947707472737e-06,0.0156529986811856,617,16080,7,2
ca,666,0.00606343270694548,0.132504841524815,8.34947707472737e-06,0.0156529986811856,617,16080,7,3
ca,673,0.0194371025417956,0.310323101018277,0.000161034642568108,0.162908260608666,292,3040,7,1
ca,674,0.0194371025417956,0.310323101018277,0.000161034642568108,0.162908260608666,292,3040,7,2
ca,675,0.0194371025417956,0.310323101018277,0.000161034642568108,0.162908260608666,292,3040,7,3
ca,677,0.0303499023045613,0.132813939220464,0.00165551325362243,0.0991996759098995,44,3800,7,2
ca,678,0.0303499023045613,0.132813939220464,0.00165551325362243,0.0991996759098995,44,3800,7,3
ca,685,0.00386776705825151,0.833626824133171,7.77339614584886e-06,0.0142240351304307,257,22620,7,1
ca,686,0.00386776705825151,0.833626824133171,7.77339614584886e-06,0.0142240351304307,257,22620,7,2
ca,687,0.00386776705825151,0.833626824133171,7.77339614584886e-06,0.0142240351304307,257,22620,7,3
ca,688,0.00241279386424611,0.34239398720251,0.0029640109686218,0.0998042304157622,360,28760,11,1
ca,689,0.00241279386424611,0.34239398720251,0.0029640109686218,0.0998042304157622,360,28760,11,2
ca,690,0.00241279386424611,0.34239398720251,0.0029640109686218,0.0998042304157622,360,28760,11,3
ca,697,0.0567695022058877,0.0541989121108216,4.10060022932376e-06,0.255017996472895,29,4280,6,1
ca,698,0.0567695022058877,0.0541989121108216,4.10060022932376e-06,0.255017996472895,29,4280,6,2
ca,699,0.0567695022058877,0.0541989121108216,4.10060022932376e-06,0.255017996472895,29,4280,6,3
ca,700,0.00238994135849732,0.665646776417363,8.68966147457954e-06,0.0331405201780491,373,5520,6,1
ca,701,0.00238994135849732,0.665646776417363,8.68966147457954e-06,0.0331405201780491,373,5520,6,2
ca,702,0.00238994135849732,0.665646776417363,8.68966147457954e-06,0.0331405201780491,373,5520,6,3
ca,703,0.0328251035489362,0.0978439150413618,0.000133063383384751,0.134872253437593,82,18250,7,1
ca,704,0.0328251035489362,0.0978439150413618,0.000133063383384751,0.134872253437593,82,18250,7,2
ca,705,0.0328251035489362,0.0978439150413618,0.000133063383384751,0.134872253437593,82,18250,7,3
ca,709,0.0771702019170388,0.079125050464253,0.000123601182122046,0.117222489079242,532,1200,7,1
ca,710,0.0771702019170388,0.079125050464253,0.000123601182122046,0.117222489079242,532,1200,7,2
ca,711,0.0771702019170388,0.079125050464253,0.000123601182122046,0.117222489079242,532,1200,7,3
ca,719,0.00599529005961055,0.549691487007029,0.0488947969710854,0.0278789579738386,94,7940,11,2
ca,720,0.00599529005961055,0.549691487007029,0.0488947969710854,0.0278789579738386,94,7940,11,3
ca,721,0.00159127871018747,0.805765307864208,0.179602128078951,0.0559827812893074,193,10010,9,1
ca,722,0.00159127871018747,0.805765307864208,0.179602128078951,0.0559827812893074,193,10010,9,2
ca,723,0.00159127871018747,0.805765307864208,0.179602128078951,0.0559827812893074,193,10010,9,3
ca,744,0.0367877032002026,0.015222684414159,0.0138984630392371,0.0639888907052288,11,27670,7,3
ca,745,0.00342780742133429,0.1543617253458,3.10940840770081e-06,0.083474971876329,95,23910,11,1
ca,746,0.00342780742133429,0.1543617253458,3.10940840770081e-06,0.083474971876329,95,23910,11,2
ca,747,0.00342780742133429,0.1543617253458,3.10940840770081e-06,0.083474971876329,95,23910,11,3
ca,754,0.00345065216982758,0.111458592934162,0.00510235132681151,0.0168485392532392,657,16950,9,1
ca,755,0.00345065216982758,0.111458592934162,0.00510235132681151,0.0168485392532392,657,16950,9,2
ca,756,0.00345065216982758,0.111458592934162,0.00510235132681151,0.0168485392532392,657,16950,9,3
ca,760,0.0108931196758127,0.0762140370561954,4.97186099670399e-06,0.0204242784261917,447,21630,12,1
ca,761,0.0108931196758127,0.0762140370561954,4.97186099670399e-06,0.0204242784261917,447,21630,12,2
ca,762,0.0108931196758127,0.0762140370561954,4.97186099670399e-06,0.0204242784261917,447,21630,12,3
ca,767,0.00181264897145751,0.0536351582246357,0.001097835934928,0.126858168981016,53,1100,9,2
ca,772,0.0272816449097294,0.0162881365622298,0.075949026267822,0.0322110904416411,59,36600,6,1
ca,773,0.0272816449097294,0.0162881365622298,0.075949026267822,0.0322110904416411,59,36600,6,2
ca,774,0.0272816449097294,0.0162881365622298,0.075949026267822,0.0322110904416411,59,36600,6,3
ca,778,0.00158592152316981,0.395789601512405,0.196409191871199,0.295774570124117,216,31200,7,1
ca,779,0.00158592152316981,0.395789601512405,0.196409191871199,0.295774570124117,216,31200,7,2
ca,780,0.00158592152316981,0.395789601512405,0.196409191871199,0.295774570124117,216,31200,7,3
ca,781,0.0336082097523042,0.0208671700459299,0.231513934840315,0.0591015497936126,147,16400,11,1
ca,782,0.0336082097523042,0.0208671700459299,0.231513934840315,0.0591015497936126,147,16400,11,2
ca,783,0.0336082097523042,0.0208671700459299,0.231513934840315,0.0591015497936126,147,16400,11,3
ca,784,0.0786923852309351,0.0991107861279504,0.00264682861051444,0.0901116074022204,702,40340,7,1
ca,785,0.0786923852309351,0.0991107861279504,0.00264682861051444,0.0901116074022204,702,40340,7,2
ca,786,0.0786923852309351,0.0991107861279504,0.00264682861051444,0.0901116074022204,702,40340,7,3
ca,790,0.00413603934488296,0.23669594797818,0.0188298094037032,0.0120036287922125,479,6420,7,1
ca,791,0.00413603934488296,0.23669594797818,0.0188298094037032,0.0120036287922125,479,6420,7,2
ca,792,0.00413603934488296,0.23669594797818,0.0188298094037032,0.0120036287922125,479,6420,7,3
ca,793,0.0199140191763559,0.091030293782664,1.04873368217043e-05,0.0187903569725648,81,19930,7,1
ca,794,0.0199140191763559,0.091030293782664,1.04873368217043e-05,0.0187903569725648,81,19930,7,2
ca,795,0.0199140191763559,0.091030293782664,1.04873368217043e-05,0.0187903569725648,81,19930,7,3
ca,799,0.0808100359660743,0.270588887576871,3.00773697498747e-06,0.142132344686901,115,2950,6,1
ca,800,0.0808100359660743,0.270588887576871,3.00773697498747e-06,0.142132344686901,115,2950,6,2
ca,801,0.0808100359660743,0.270588887576871,3.00773697498747e-06,0.142132344686901,115,2950,6,3
ca,811,0.00440895953812981,0.3284439422742,0.164492102703001,0.131874458086082,160,4040,7,1
ca,812,0.00440895953812981,0.3284439422742,0.164492102703001,0.131874458086082,160,4040,7,2
ca,813,0.00440895953812981,0.3284439422742,0.164492102703001,0.131874458086082,160,4040,7,3
ca,817,0.0704590758638866,0.181804624878245,0.0521095390918417,0.110000760951857,113,15130,11,1
ca,818,0.0704590758638866,0.181804624878245,0.0521095390918417,0.110000760951857,113,15130,11,2
ca,819,0.0704590758638866,0.181804624878245,0.0521095390918417,0.110000760951857,113,15130,11,3
ca,823,0.00327523541723999,0.25788503108559,0.00787981104818016,0.193479294284343,605,5810,10,1
ca,824,0.00327523541723999,0.25788503108559,0.00787981104818016,0.193479294284343,605,5810,10,2
ca,825,0.00327523541723999,0.25788503108559,0.00787981104818016,0.193479294284343,605,5810,10,3
ca,826,0.00123857347180308,0.0337511898616289,1.37589665525393e-05,0.0150570929571666,288,28340,9,1
ca,827,0.00123857347180308,0.0337511898616289,1.37589665525393e-05,0.0150570929571666,288,28340,9,2
ca,828,0.00123857347180308,0.0337511898616289,1.37589665525393e-05,0.0150570929571666,288,28340,9,3
ca,835,0.00494836077278587,0.315029400514558,0.000142051678538452,0.228215747543576,216,10850,7,1
ca,836,0.00494836077278587,0.315029400514558,0.000142051678538452,0.228215747543576,216,10850,7,2
ca,837,0.00494836077278587,0.315029400514558,0.000142051678538452,0.228215747543576,216,10850,7,3
ca,844,0.0183164142366108,0.0187548343811794,2.03253697224889e-06,0.136252797565925,272,1630,8,1
ca,845,0.0183164142366108,0.0187548343811794,2.03253697224889e-06,0.136252797565925,272,1630,8,2
ca,846,0.0183164142366108,0.0187548343811794,2.03253697224889e-06,0.136252797565925,272,1630,8,3
ca,850,0.0239472527298956,0.207217947698788,0.00180012362807883,0.278592700721229,417,7680,8,1
ca,851,0.0239472527298956,0.207217947698788,0.00180012362807883,0.278592700721229,417,7680,8,2
ca,852,0.0239472527298956,0.207217947698788,0.00180012362807883,0.278592700721229,417,7680,8,3
ca,855,0.0239236161129229,0.0821283408814056,2.27091309387969e-05,0.0324661114126307,10,10060,7,3
ca,856,0.0128766012269715,0.0277076463288962,7.49029242414747e-05,0.148147229552274,32,32080,8,1
ca,857,0.0128766012269715,0.0277076463288962,7.49029242414747e-05,0.148147229552274,32,32080,8,2
ca,858,0.0128766012269715,0.0277076463288962,7.49029242414747e-05,0.148147229552274,32,32080,8,3
ca,862,0.00804340849758531,0.481122427029063,0.0227218791912681,0.23667245325721,31,4860,8,1
ca,863,0.00804340849758531,0.481122427029063,0.0227218791912681,0.23667245325721,31,4860,8,2
ca,893,0.0768978360184329,0.332653726556852,8.77576751772118e-05,0.0239694600778149,108,2120,7,2
ca,894,0.0768978360184329,0.332653726556852,8.77576751772118e-05,0.0239694600778149,108,2120,7,3
ca,899,0.0734208922006265,0.326608626980103,0.000816198530778179,0.190474815583239,64,1120,11,2
ca,900,0.0734208922006265,0.326608626980103,0.000816198530778179,0.190474815583239,64,1120,11,3
ca,914,0.003129346589837,0.0315581857354403,2.37866411148848e-06,0.0583440698295153,32,13700,8,2
ca,935,0.0375907521423093,0.0238212539093456,0.00799894025473824,0.0261582776523372,140,1090,10,2
ca,936,0.0375907521423093,0.0238212539093456,0.00799894025473824,0.0261582776523372,140,1090,10,3
ca,940,0.00213823422824678,0.1011035198204,1.20709120567927e-06,0.0780450918689214,373,12960,6,1
ca,941,0.00213823422824678,0.1011035198204,1.20709120567927e-06,0.0780450918689214,373,12960,6,2
ca,942,0.00213823422824678,0.1011035198204,1.20709120567927e-06,0.0780450918689214,373,12960,6,3
ca,946,0.0323155270362391,0.385411265959075,1.58149949513743e-06,0.0651499050598112,10,37350,8,1
ca,947,0.0323155270362391,0.385411265959075,1.58149949513743e-06,0.0651499050598112,10,37350,8,2
ca,948,0.0323155270362391,0.385411265959075,1.58149949513743e-06,0.0651499050598112,10,37350,8,3
ca,949,0.017410853693212,0.13810221389819,0.223508019966826,0.126479746465386,184,5790,9,1
ca,950,0.017410853693212,0.13810221389819,0.223508019966826,0.126479746465386,184,5790,9,2
ca,951,0.017410853693212,0.13810221389819,0.223508019966826,0.126479746465386,184,5790,9,3
ca,952,0.00218350169472797,0.858282040813201,0.00898366702511982,0.0750539036281166,628,1170,8,1
ca,953,0.00218350169472797,0.858282040813201,0.00898366702511982,0.0750539036281166,628,1170,8,2
ca,954,0.00218350169472797,0.858282040813201,0.00898366702511982,0.0750539036281166,628,1170,8,3
ca,968,0.00395644455629664,0.0466493702873207,0.000131893656300894,0.0134039583642484,485,1130,10,2
ca,969,0.00395644455629664,0.0466493702873207,0.000131893656300894,0.0134039583642484,485,1130,10,3
ca,973,0.00326843643076177,0.667064929173819,1.01537926911273e-05,0.0647246449393349,78,41390,6,1
ca,974,0.00326843643076177,0.667064929173819,1.01537926911273e-05,0.0647246449393349,78,41390,6,2
ca,975,0.00326843643076177,0.667064929173819,1.01537926911273e-05,0.0647246449393349,78,41390,6,3
ca,980,0.00900798012635395,0.0310963733674472,2.07137418768243e-06,0.0256470382042333,55,10860,6,2
