"","model","simID","dispersal","density","environment","speciationRate","fission","dispersalGlobal","scenario"
"37","fh",37,4.13907890301198,0.979264308931306,0.235341641353443,0.915149632259272,3,FALSE,3
"38","fh",38,1.1026446390897,0.417024365160614,0.691676759626716,4.53314880351536,3,FALSE,3
"39","fh",39,4.02133242879063,0.0813599277753383,0.00487042614258826,1.58247073879465,1,FALSE,1
"40","fh",40,4.59086356684566,0.169817736838013,0.454538109013811,2.69858504657168,3,FALSE,3
"41","fh",41,4.57226362358779,0.188619487220421,0.60689261322841,2.35782718542032,3,FALSE,3
"42","fh",42,1.4777430491522,0.0289958510547876,0.480334463529289,0.614830841310322,2,FALSE,2
"43","fh",43,4.90508845075965,0.280685564968735,0.443542786175385,4.91827216092497,1,FALSE,1
"44","fh",44,4.64020867366344,0.363969549071044,0.0959626706317067,1.75089150224812,3,FALSE,3
"45","fh",45,2.0359864924103,0.275669225025922,0.865185492206365,4.81202272255905,3,FALSE,3
"46","fh",46,4.55585606303066,0.1193430905696,0.532484551426023,2.97400936717167,1,FALSE,1
"47","fh",47,4.33210107591003,0.130183234112337,0.317003108561039,2.81428019935265,2,FALSE,2
"48","fh",48,2.75714092422277,0.872117399703711,0.853955999715254,1.22837992047425,1,FALSE,1
"49","fh",49,1.30700563639402,0.425545925740153,0.843524557771161,4.35445779154543,2,FALSE,2
"50","fh",50,0,0.100239850347862,0.169602813431993,4.93710022361483,2,TRUE,2
"51","fh",51,2.29464676603675,0.149625236866996,0.599655613070354,1.78291221742984,1,FALSE,1
"52","fh",52,1.92837367858738,0.890795360319316,0.167802247451618,2.34997934254352,2,FALSE,2
"53","fh",53,4.31115865148604,0.910276643233374,0.770668445387855,2.08815286296885,2,FALSE,2
"54","fh",54,4.96622641570866,0.842328519793227,0.408510090783238,1.09076978208032,2,FALSE,2
"55","fh",55,1.92055602651089,0.549149531405419,0.0362493165303022,2.59008690598421,1,FALSE,1
"56","fh",56,1.35525772441179,0.264874405460432,0.614883276633918,1.34122500300873,1,FALSE,1
"57","fh",57,3.54077447671443,0.804594574961811,0.839331163326278,0.851894215913489,1,FALSE,1
"58","fh",58,4.42620377056301,0.0664289579726756,0.451466672122478,0.63530265702866,1,FALSE,1
"59","fh",59,0,0.0799470371566713,0.783182838698849,2.73686479288153,3,TRUE,3
"60","fh",60,3.02189939748496,0.278302276739851,0.914398956345394,3.31925228203181,3,FALSE,3
"61","fh",61,2.4222423909232,0.49423264968209,0.905501472530887,3.16434652963653,1,FALSE,1
"62","fh",62,4.29798353649676,0.856036163168028,0.201834730571136,3.13698622700758,1,FALSE,1
"63","fh",63,2.93491558916867,0.707321176305413,0.47776586166583,1.09218022483401,3,FALSE,3
"64","fh",64,1.92765170987695,0.415783402742818,0.826526144752279,3.54511362023186,3,FALSE,3
"65","fh",65,0,0.53907835483551,0.13899699295871,0.818404223304242,3,TRUE,3
"66","fh",66,4.29197400342673,0.143262583995238,0.250207225093618,2.21895579062402,2,FALSE,2
"67","fh",67,0,0.507019681856036,0.443549999268726,4.9945912710391,2,TRUE,2
"68","fh",68,0,0.112534018000588,0.335625321604311,0.70914574561175,2,TRUE,2
"69","fh",69,3.38413845654577,0.150502610020339,0.774798502214253,1.92580213444307,1,FALSE,1
"70","fh",70,3.11495861038566,0.897295942762867,0.367429153993726,0.735808058874682,2,FALSE,2
"71","fh",71,3.73028363380581,0.264767128042877,0.810994898667559,3.53353105904534,3,FALSE,3
"72","fh",72,3.03125163074583,0.750382491620257,0.52297620032914,1.14864522148855,2,FALSE,2
"73","fh",73,3.21748718153685,0.342774988152087,0.908184495987371,1.86095882311929,3,FALSE,3
"74","fh",74,4.3649604190141,0.635654747020453,0.422481214860454,0.817967904382385,3,FALSE,3
"75","fh",75,2.25004064105451,0.211169130634516,0.473544058622792,4.72712090925779,3,FALSE,3
"76","fh",76,1.14379248116165,0.722116349032149,0.136948328698054,4.97950119979214,2,FALSE,2
"77","fh",77,4.26397624239326,0.777508907718584,0.9427858623676,2.09060654777568,2,FALSE,2
"78","fh",78,4.11430715769529,0.959701522719115,0.298161708749831,3.55634296592325,1,FALSE,1
"79","fh",79,4.43751796521246,0.960763274459168,0.215227487962693,3.55471711768769,2,FALSE,2
"80","fh",80,1.26287742611021,0.46608136058785,0.405801330460235,4.71398474974558,1,FALSE,1
"81","fh",81,1.0352244740352,0.905775301391259,0.00368730002082884,3.9791984767653,1,FALSE,1
"82","fh",82,3.36672350205481,0.674273487413302,0.541304097278044,1.17636779730674,2,FALSE,2
"83","fh",83,4.47846152167767,0.663794083287939,0.590493069496006,1.83097646106035,2,FALSE,2
"84","fh",84,2.78516754321754,0.651105367345735,0.686163289705291,2.07808637642302,2,FALSE,2
"85","fh",85,1.15030001848936,0.452911928994581,0.485849604941905,1.68385343777481,1,FALSE,1
"86","fh",86,2.64116233307868,0.514129447285086,0.764897568849847,1.30480846471619,2,FALSE,2
"87","fh",87,0,0.717694347258657,0.0961112515069544,4.35493355046492,1,TRUE,1
"88","fh",88,0,0.403353698318824,0.2503730005119,3.16890361742117,2,TRUE,2
"89","fh",89,0,0.215168761089444,0.55483487341553,4.58165220438968,3,TRUE,3
"90","fh",90,2.91782502643764,0.412299627671018,0.601106703979895,4.59325840987731,1,FALSE,1
"91","fh",91,2.05725076701492,0.604463339550421,0.10821129498072,3.13881150062662,1,FALSE,1
"92","fh",92,2.95973176602274,0.468270623125136,0.149292714660987,3.72220942925196,2,FALSE,2
"93","fh",93,4.62424481846392,0.566104956902564,0.201737553579733,0.969219446647912,2,FALSE,2
"94","fh",94,3.00398937705904,0.402056829771027,0.151194724719971,2.48553909768816,2,FALSE,2
"95","fh",95,3.81402723956853,0.00951294996775687,0.919133194256574,4.07925205002539,3,FALSE,3
"96","fh",96,1.23164011072367,0.197230107150972,0.89902937412262,0.868170655448921,2,FALSE,2
"97","fh",97,3.75724367052317,0.971062069060281,0.00111363991163671,1.5236480217427,3,FALSE,3
"98","fh",98,4.19518110342324,0.703580646077171,0.447809716453776,2.18439676484559,2,FALSE,2
"99","fh",99,1.07542013004422,0.0915021740365773,0.625454469351098,2.45678766421042,2,FALSE,2
"100","fh",100,1.1472582872957,0.677886995486915,0.235855489503592,3.62572786584496,1,FALSE,1
"101","fh",101,3.31128892861307,0.00432129274122417,0.32388740638271,4.6112734049093,3,FALSE,3
"102","fh",102,4.16014343779534,0.259078462375328,0.746848706854507,1.74201224208809,1,FALSE,1
"103","fh",103,3.94104413315654,0.49986337358132,0.266919340472668,0.72545869986061,2,FALSE,2
"104","fh",104,0,0.285923813469708,0.657464366871864,2.57728032395244,2,TRUE,2
"105","fh",105,4.22146569751203,0.542769045336172,0.551959490636364,3.97384551155847,2,FALSE,2
"106","fh",106,0,0.640123347984627,0.779854369116947,2.78408234065864,1,TRUE,1
"107","fh",107,0,0.496806326322258,0.314654315821826,3.26865213445853,3,TRUE,3
"108","fh",108,3.41619027778506,0.750709094572812,0.744725415250286,3.84286692540627,2,FALSE,2
"109","fh",109,4.30304142460227,0.555893041426316,0.296693366253749,3.22921567189042,3,FALSE,3
"110","fh",110,4.12380370963365,0.868219665484503,0.63080207281746,3.07025508163497,1,FALSE,1
"111","fh",111,0,0.118023085407913,0.0826641796156764,3.21544115711004,2,TRUE,2
"112","fh",112,1.28303347341716,0.81491573038511,0.0598777486011386,1.92983932630159,2,FALSE,2
"113","fh",113,4.83584007062018,0.723241115687415,0.945114572532475,2.21540222095791,2,FALSE,2
"114","fh",114,0,0.967646546894684,0.402678378392011,0.849720478290692,2,TRUE,2
"115","fh",115,1.84900500904769,0.916312485234812,0.817367875948548,3.02267970412504,3,FALSE,3
"116","fh",116,2.75681437179446,0.115442443173379,0.514014015905559,4.54993284167722,1,FALSE,1
"117","fh",117,4.11148595437407,0.20081081497483,0.102295216871426,2.1551976937335,3,FALSE,3
"118","fh",118,0,0.65562906046398,0.518432131502777,3.59046378056519,3,TRUE,3
"119","fh",119,3.49889561533928,0.620149794267491,0.376904418924823,3.19061924470589,1,FALSE,1
"120","fh",120,2.55216364003718,0.983089281478897,0.417393412208185,4.86999206233304,2,FALSE,2
"121","fh",121,1.57501940336078,0.393233844777569,0.745177150238305,1.70868632104248,3,FALSE,3
"122","fh",122,4.52669121697545,0.967434913851321,0.829506913665682,3.27679658564739,2,FALSE,2
"123","fh",123,4.49496725015342,0.475764855975285,0.286586066940799,3.30515306803863,2,FALSE,2
"124","fh",124,2.35449476819485,0.309784615878016,0.773060162784532,1.12102414947003,2,FALSE,2
"125","fh",125,3.05325185414404,0.835395517293364,0.517893447773531,4.68413695914205,3,FALSE,3
"126","fh",126,0,0.595860096625984,0.606896210927516,4.53114167822059,1,TRUE,1
"127","fh",127,4.17375122569501,0.609404850518331,0.54660204378888,1.27773608884308,3,FALSE,3
"128","fh",128,4.67366047669202,0.642330644885078,0.183640228584409,2.43220883747563,2,FALSE,2
"129","fh",129,3.34544107504189,0.973310435656458,0.948508796980605,1.92926277709194,1,FALSE,1
"130","fh",130,4.29392157681286,0.513508536852896,0.127906692447141,1.60897056153044,2,FALSE,2
"131","fh",131,4.22975564002991,0.369834919227287,0.216229169396684,1.78980201191735,1,FALSE,1
"132","fh",132,0,0.178394773276523,0.737993184942752,2.73551912547555,3,TRUE,3
"133","fh",133,3.03459439706057,0.930822308640927,0.778451593359932,4.45452938904054,1,FALSE,1
"134","fh",134,2.18091776128858,0.336247141240165,0.382882872130722,0.911675998708233,3,FALSE,3
"135","fh",135,4.47049507778138,0.324318835278973,0.276449631899595,2.16280696878675,3,FALSE,3
"136","fh",136,3.8534695636481,0.878356537781656,0.972452679183334,3.46771380933933,1,FALSE,1
"137","fh",137,0,0.408532171742991,0.391087936237454,4.26992400665767,1,TRUE,1
"138","fh",138,4.98812103550881,0.979399472940713,0.66525725251995,1.73117010679562,3,FALSE,3
"139","fh",139,0,0.371789456577972,0.480144257191569,2.65167306107469,3,TRUE,3
"140","fh",140,1.94991557579488,0.616113951662555,0.434530618600547,1.28590262949001,3,FALSE,3
"141","fh",141,3.5899878628552,0.613289139699191,0.622541620628908,1.67185142624658,1,FALSE,1
"142","fh",142,2.37580909021199,0.10683329263702,0.905752122169361,2.7387182317907,3,FALSE,3
"143","fh",143,4.20250447373837,0.679583422839642,0.542601812398061,4.08959465008229,2,FALSE,2
"144","fh",144,2.30011146049947,0.0010459441691637,0.315448764013126,3.30267319921404,1,FALSE,1
"145","fh",145,0,0.557708151871338,0.315108237788081,1.66597242327407,2,TRUE,2
"146","fh",146,1.2791244937107,0.5394503462594,0.638006266206503,4.37623443070333,3,FALSE,3
"147","fh",147,3.2820694828406,0.725522023160011,0.494929626816884,1.92529079853557,2,FALSE,2
"148","fh",148,1.01668336708099,0.337948680622503,0.786753110354766,3.34423295292072,3,FALSE,3
"149","fh",149,2.12360660545528,0.217127172509208,0.599917867686599,1.92951887042727,2,FALSE,2
"150","fh",150,2.12034879438579,0.204931898508221,0.30788911296986,2.24278363550548,1,FALSE,1
"151","fh",151,0,0.40559989400208,0.662044652272016,4.23705730808433,1,TRUE,1
"152","fh",152,1.4693372445181,0.0453822093550116,0.929706959053874,3.76442257431336,1,FALSE,1
"153","fh",153,2.04865829274058,0.742843064945191,0.0898600425571203,4.92196770431474,3,FALSE,3
"154","fh",154,2.75693124718964,0.903254716889933,0.626665232470259,4.05832554644439,1,FALSE,1
"155","fh",155,4.83353785425425,0.850383263314143,0.412595624802634,0.900399815989658,3,FALSE,3
"156","fh",156,2.27050077263266,0.289522457867861,0.990021938690916,3.70797664334532,3,FALSE,3
"157","fh",157,4.14137845300138,0.63244692934677,0.964195298263803,1.37338964070659,2,FALSE,2
"158","fh",158,1.52611822634935,0.176594594726339,0.0320681999437511,2.97097862500232,1,FALSE,1
"159","fh",159,2.97812592238188,0.760958698345348,0.284943351056427,1.17471592640504,3,FALSE,3
"160","fh",160,3.10084227472544,0.823950197314844,0.450261674122885,3.31319222785532,3,FALSE,3
"161","fh",161,4.54451650939882,0.799562945961952,0.520736146485433,0.952656074659899,2,FALSE,2
"162","fh",162,2.4467355357483,0.769632112002,0.306710321456194,1.97461990173906,1,FALSE,1
"163","fh",163,2.86517320666462,0.728840173687786,0.84030842455104,3.07726607844234,2,FALSE,2
"164","fh",164,2.76031108573079,0.634078066330403,0.340451303869486,1.27947248809505,3,FALSE,3
"165","fh",165,3.8534874105826,0.411488499958068,0.11124748387374,3.01471452089027,3,FALSE,3
"166","fh",166,1.20474367123097,0.413757973350585,0.897230722242966,3.00944934459403,1,FALSE,1
"167","fh",167,3.80527117382735,0.434730206849054,0.0935463733039796,2.09529056691099,3,FALSE,3
"168","fh",168,3.65390520822257,0.399387929355726,0.40750833763741,1.53965229354799,3,FALSE,3
"169","fh",169,3.65546555258334,0.733027039095759,0.879037244478241,1.8762436688412,1,FALSE,1
"170","fh",170,2.99961466062814,0.633963945088908,0.64075746294111,3.86946484469809,3,FALSE,3
"171","fh",171,2.10132959578186,0.324416566640139,0.735097350319847,3.81010024179704,3,FALSE,3
"172","fh",172,2.49275173898786,0.338994399411604,0.83725417079404,3.46403019339778,1,FALSE,1
"173","fh",173,0,0.447498570196331,0.134603820275515,0.592873987043276,2,TRUE,2
"174","fh",174,2.01984851621091,0.295229556504637,0.0323803166393191,3.76699069200549,1,FALSE,1
"175","fh",175,1.18529259227216,0.463425687281415,0.93025926919654,4.57049396971706,3,FALSE,3
"176","fh",176,2.87843210529536,0.929401997942477,0.00187188177369535,3.74946501362137,1,FALSE,1
"177","fh",177,2.29635378345847,0.0562779600732028,0.843261905713007,2.94490107626189,1,FALSE,1
"178","fh",178,1.83994932938367,0.14309153566137,0.225798591738567,1.73842955788132,3,FALSE,3
"179","fh",179,0,0.630881488323212,0.959900131449103,4.11509255040437,2,TRUE,2
"180","fh",180,1.9755021110177,0.15808983379975,0.7914099174086,3.29759188729804,1,FALSE,1
"181","fh",181,0,0.715663473820314,0.113212988711894,2.60515864915214,2,TRUE,2
"182","fh",182,3.81358993425965,0.148344194050878,0.182554463623092,2.11379148077685,2,FALSE,2
"183","fh",183,1.45768111199141,0.475638445466757,0.851227020611987,2.79787019314244,1,FALSE,1
"184","fh",184,1.53902415279299,0.279983914457262,0.281453024363145,2.09751865174621,2,FALSE,2
"185","fh",185,4.93790720868856,0.963598777074367,0.539098019478843,2.24277446884662,1,FALSE,1
"186","fh",186,4.90709109324962,0.716208991128951,0.338632210856304,4.57837205345277,3,FALSE,3
"187","fh",187,4.03465343359858,0.43023246130906,0.0278985796030611,1.79455122654326,1,FALSE,1
"188","fh",188,1.12023791205138,0.381410992704332,0.151930989697576,3.83958960755263,3,FALSE,3
"189","fh",189,0,0.718637682264671,0.198945552110672,4.29445297888014,2,TRUE,2
"190","fh",190,0,0.249644230818376,0.953698201337829,2.27558943640906,3,TRUE,3
"191","fh",191,4.54976815637201,0.702844105428085,0.769967774860561,2.90361043717712,3,FALSE,3
"192","fh",192,1.88781242165715,0.367277061101049,0.93978904094547,2.43522001733072,2,FALSE,2
"193","fh",193,0,0.78367911442183,0.778509610099718,1.00207448599394,3,TRUE,3
"194","fh",194,3.42902009934187,0.671467681415379,0.243568250676617,3.39755174249876,3,FALSE,3
"195","fh",195,0,0.661921182181686,0.0701660427730531,3.46961080271285,3,TRUE,3
"196","fh",196,4.02787716500461,0.290861689951271,0.129211919847876,3.64617457566783,2,FALSE,2
"197","fh",197,1.2993496581912,0.424152882304043,0.50505918241106,1.3344473374309,3,FALSE,3
"198","fh",198,4.56251569464803,0.86664532427676,0.700807453365996,2.06279544858262,1,FALSE,1
"199","fh",199,4.0819744663313,0.713402821449563,0.0311571813654155,0.569350222940557,2,FALSE,2
"200","fh",200,4.53079372923821,0.305461932905018,0.486746930982918,1.55884957383387,2,FALSE,2
"201","fh",201,4.79110291320831,0.60006769746542,0.812002077465877,2.53549214138184,3,FALSE,3
"202","fh",202,0,0.375764804892242,0.043961334740743,2.65054082835559,3,TRUE,3
"203","fh",203,1.71463887393475,0.596199531108141,0.688792394008487,2.57150635670405,3,FALSE,3
"204","fh",204,1.59940022882074,0.627933208830655,0.4190653138794,3.32237036782317,3,FALSE,3
"205","fh",205,1.45857391320169,0.764111342839897,0.959687751950696,3.54017854528502,1,FALSE,1
"206","fh",206,0,0.199875713791698,0.311561680398881,1.16118585830554,3,TRUE,3
"207","fh",207,4.24517951160669,0.780159788671881,0.39666099473834,4.61594742757734,3,FALSE,3
"208","fh",208,4.46696971170604,0.216001468012109,0.735001659253612,4.05683617130853,1,FALSE,1
"209","fh",209,1.25879651680589,0.496599911944941,0.691376046976075,4.18524777865969,2,FALSE,2
"210","fh",210,3.9278259286657,0.679221771191806,0.845761624164879,2.83378430025186,3,FALSE,3
"211","fh",211,4.89069069642574,0.348612498259172,0.245443490333855,1.49610040767584,2,FALSE,2
"212","fh",212,2.244468790479,0.039995685685426,0.200797515455633,1.87869267654605,2,FALSE,2
"213","fh",213,3.8655400024727,0.907949486514553,0.162907101213932,3.71389420621563,2,FALSE,2
"214","fh",214,3.38080747704953,0.0932653029449284,0.324731747852638,1.14104164403398,2,FALSE,2
"215","fh",215,1.17272894084454,0.521139041986316,0.836629768367857,2.88677888095845,3,FALSE,3
"216","fh",216,2.79654748085886,0.825614430941641,0.960408816579729,3.58925195958,2,FALSE,2
"217","fh",217,3.55469929706305,0.353359889471903,0.822078849654645,3.61127793625928,2,FALSE,2
"218","fh",218,4.20270038582385,0.548588742967695,0.330246558878571,4.9949649614282,1,FALSE,1
"219","fh",219,0,0.172013518633321,0.629559646826237,2.06700764829293,3,TRUE,3
"220","fh",220,0,0.266030317405239,0.368981620529667,4.41572225443088,1,TRUE,1
"221","fh",221,1.02714270167053,0.606415825197473,0.676043183077127,1.62688313284889,2,FALSE,2
"222","fh",222,0,0.632451553363353,0.401910625165328,1.54117771191522,3,TRUE,3
"223","fh",223,2.93322373460978,0.650677634868771,0.624356132000685,4.31523162988015,3,FALSE,3
"224","fh",224,4.17308022547513,0.914745999965817,0.667521246243268,4.3438465106301,1,FALSE,1
"225","fh",225,2.1140571674332,0.127549259923398,0.658784081926569,2.94861612643581,3,FALSE,3
"226","fh",226,3.36220120731741,0.787774158176035,0.438070479314774,3.67644530558027,3,FALSE,3
"227","fh",227,1.74983804486692,0.088772198650986,0.575087525648996,3.87645580770914,2,FALSE,2
"228","fh",228,4.22912699449807,0.605889646103606,0.781922213733196,1.16603607591242,1,FALSE,1
"229","fh",229,3.37734964489937,0.573070591082796,0.093516141641885,1.67218473472167,2,FALSE,2
"230","fh",230,0,0.634108478901908,0.189018292818218,2.14375413488597,3,TRUE,3
"231","fh",231,4.21033941209316,0.206421834882349,0.0226848844904453,0.512697734637186,1,FALSE,1
"232","fh",232,3.41962661687285,0.474818139569834,0.236788349924609,4.91663348628208,1,FALSE,1
"233","fh",233,4.83166785445064,0.911269719945267,0.0937263809610158,1.93903923302423,3,FALSE,3
"234","fh",234,1.71443709824234,0.163077965844423,0.338123330380768,4.35004843480419,1,FALSE,1
"235","fh",235,1.01695143245161,0.134103862568736,0.893718535313383,3.00678037374746,3,FALSE,3
"236","fh",236,2.48704417701811,0.750932991504669,0.374811562243849,1.50090431317221,3,FALSE,3
"237","fh",237,4.0857766950503,0.0607025052886456,0.131403144448996,4.89990878780372,3,FALSE,3
"238","fh",238,0,0.449091545073316,0.0493354636710137,4.00549086730462,3,TRUE,3
"239","fh",239,1.68183789867908,0.472157346783206,0.725784564390779,2.69435711507685,3,FALSE,3
"240","fh",240,0,0.0799446385353804,0.697683091973886,2.51572595513426,1,TRUE,1
"241","fh",241,4.50490773841739,0.680109525797889,0.787629096768796,0.550978427054361,2,FALSE,2
"242","fh",242,1.58239006344229,0.274023004807532,0.466836815699935,4.5588094657287,3,FALSE,3
"243","fh",243,3.54110665619373,0.562330738874152,0.572946513537318,1.91824784781784,1,FALSE,1
"244","fh",244,2.78495079278946,0.350126837613061,0.0370315599720925,1.83635535149369,3,FALSE,3
"245","fh",245,4.7030601715669,0.451901105232537,0.626956401392817,1.22620371857192,3,FALSE,3
"246","fh",246,3.44759915210307,0.763514511752874,0.190166006563231,4.30020055361092,3,FALSE,3
"247","fh",247,1.27627566829324,0.647582107922062,0.742313553579152,3.61679287650622,1,FALSE,1
"248","fh",248,0,0.870152777293697,0.00927180447615683,1.49748339026701,3,TRUE,3
"249","fh",249,0,0.221129054902121,0.943286937661469,2.29661501094233,3,TRUE,3
"250","fh",250,2.93962143361568,0.140784705989063,0.450164470123127,4.16465017886367,3,FALSE,3
"251","fh",251,3.46425568591803,0.589784987736493,0.499220814323053,3.82841002731584,1,FALSE,1
"252","fh",252,2.91650312021375,0.725424921605736,0.813380609964952,2.76615498156752,2,FALSE,2
"253","fh",253,4.41059585288167,0.202228615991771,0.378728548064828,4.17378506611567,1,FALSE,1
"254","fh",254,2.07063385099173,0.596117344684899,0.176978724310175,2.86739797622431,2,FALSE,2
"255","fh",255,2.63436776772141,0.210584486601874,0.266601953655481,1.29639390879311,2,FALSE,2
"256","fh",256,4.19846749678254,0.247981849126518,0.264613650739193,3.84380090620834,3,FALSE,3
"257","fh",257,4.49476669356227,0.542492646258324,0.825917850481346,4.34618138195947,1,FALSE,1
"258","fh",258,3.155581635423,0.233397482894361,0.211554072797298,3.21478560951073,3,FALSE,3
"259","fh",259,2.3126960657537,0.659634166164324,0.540891153505072,1.55845256499015,1,FALSE,1
"260","fh",260,0,0.111067677848041,0.654002656694502,0.831130007980391,3,TRUE,3
"261","fh",261,0,0.192390315700322,0.861698046326637,2.42333550436888,1,TRUE,1
"262","fh",262,0,0.810696758097038,0.245669656200334,1.77194773883093,2,TRUE,2
"263","fh",263,3.04049517959356,0.0604535297024995,0.0883156857453287,2.11856350989547,3,FALSE,3
"264","fh",264,0,0.682127225445583,0.992580796359107,1.64757688564714,1,TRUE,1
"265","fh",265,1.56991211138666,0.15236332709901,0.324273724574596,0.579797479440458,1,FALSE,1
"266","fh",266,1.68770944699645,0.149643359705806,0.223472207551822,3.43284408736508,1,FALSE,1
"267","fh",267,2.29595794994384,0.0227391787339002,0.400970599148422,2.12167834455613,3,FALSE,3
"268","fh",268,2.41429120581597,0.359740831889212,0.767219419358298,3.70688339695334,3,FALSE,3
"269","fh",269,4.46600524149835,0.551327979192138,0.69334246776998,0.585969880456105,1,FALSE,1
"270","fh",270,2.42575727310032,0.150513091357425,0.773954121395946,2.12946755497251,1,FALSE,1
"271","fh",271,0,0.72064839839004,0.743451279355213,0.802296782843769,3,TRUE,3
"272","fh",272,2.92969019152224,0.542462412500754,0.198470532428473,1.24521207180806,2,FALSE,2
"273","fh",273,4.46966010332108,0.964221718953922,0.414742431137711,3.1073174738558,3,FALSE,3
"274","fh",274,2.27049444057047,0.94616508577019,0.156521495897323,4.95154155546334,1,FALSE,1
"275","fh",275,2.34186993073672,0.185466149123386,0.589687946252525,3.34021495876368,3,FALSE,3
"276","fh",276,1.64561087731272,0.485443534096703,0.133131576236337,3.38870415335987,2,FALSE,2
"277","fh",277,0,0.318271477008238,0.123566918773577,3.88670245907269,3,TRUE,3
"278","fh",278,1.7336366251111,0.826274614082649,0.368681826861575,1.01442321599461,3,FALSE,3
"279","fh",279,3.15691302157938,0.456796044483781,0.978963648434728,1.6417994000949,3,FALSE,3
"280","fh",280,1.78468357119709,0.969677683664486,0.565067745279521,0.877082422724925,2,FALSE,2
"281","fh",281,1.41604081727564,0.59389773895964,0.397964013274759,3.60735725390259,1,FALSE,1
"282","fh",282,2.32105754688382,0.988822599872947,0.752934105228633,0.819687642506324,1,FALSE,1
"283","fh",283,3.40627265255898,0.212334195850417,0.460894635645673,4.4347397753736,1,FALSE,1
"284","fh",284,3.76163560897112,0.0948050196748227,0.465918232453987,2.02779185818508,3,FALSE,3
"285","fh",285,1.81954583432525,0.823641523486003,0.361983779584989,1.95383069582749,1,FALSE,1
"286","fh",286,2.66010191291571,0.282807688927278,0.0821604090742767,2.77873031422496,1,FALSE,1
"287","fh",287,1.5777214448899,0.352088081184775,0.160329282283783,3.71338802203536,1,FALSE,1
"288","fh",288,1.8302303403616,0.664772466756403,0.758558778325096,4.3205645539565,3,FALSE,3
"289","fh",289,4.06371600087732,0.837729855906218,0.807555420091376,0.714162129210308,3,FALSE,3
